freq_1m,wavelength_m,C_amp,C_psd,C_phase_rad
0,inf,3.81639e-17,1.05296e-34,0
7.43472e-06,134504,0.0965868,0.000674438,-2.22415
1.48694e-05,67252,0.0911021,0.000600017,-2.20787
2.23042e-05,44834.7,0.0762076,0.000419858,-0.553408
2.97389e-05,33626,0.0327566,7.75719e-05,2.7446
3.71736e-05,26900.8,0.146141,0.00154401,2.40051
4.46083e-05,22417.3,0.0890551,0.000573355,2.15539
5.2043e-05,19214.9,0.0946146,0.000647177,2.3458
5.94778e-05,16813,0.20082,0.00291556,-2.78856
6.69125e-05,14944.9,0.220135,0.00350336,2.75864
7.43472e-05,13450.4,0.0692941,0.000347136,2.63903
8.17819e-05,12227.6,0.208138,0.00313192,2.7137
8.92167e-05,11208.7,0.227364,0.00373724,2.60641
9.66514e-05,10346.5,0.203966,0.00300761,1.70209
0.000104086,9607.43,0.341788,0.00844539,-2.69348
0.000111521,8966.94,0.129523,0.00121283,1.4903
0.000118956,8406.5,0.00744079,4.00263e-06,-2.27362
0.00012639,7912,0.17085,0.00211026,1.13634
0.000133825,7472.45,0.116929,0.000988443,0.779867
0.00014126,7079.16,0.0421379,0.000128367,1.33344
0.000148694,6725.2,0.170223,0.00209481,0.661607
0.000156129,6404.95,0.0360557,9.39842e-05,-2.36078
0.000163564,6113.82,0.0352015,8.95837e-05,0.922436
0.000170999,5848,0.110106,0.00087645,0.138769
0.000178433,5604.34,0.143183,0.00148214,-0.618497
0.000185868,5380.16,0.250391,0.00453257,0.345202
0.000193303,5173.23,0.0740798,0.00039674,0.927369
0.000200737,4981.63,0.236883,0.00405671,0.816588
0.000208172,4803.72,0.284671,0.00585861,0.392228
0.000215607,4638.07,0.141478,0.00144706,0.314011
0.000223042,4483.47,0.0601976,0.000261978,-0.120361
0.000230476,4338.84,0.0888057,0.000570149,-0.999388
0.000237911,4203.25,0.0514025,0.000191018,-0.691342
0.000245346,4075.88,0.146704,0.00155594,0.148788
0.000252781,3956,0.123032,0.00109432,0.0996819
0.000260215,3842.97,0.120252,0.00104542,-2.07844
0.00026765,3736.22,0.346887,0.00869929,2.6936
0.000275085,3635.24,0.152091,0.00167231,1.99514
0.000282519,3539.58,0.1718,0.00213378,2.63673
0.000289954,3448.82,0.0989265,0.00070751,2.35065
0.000297389,3362.6,0.229248,0.00379942,-2.33957
0.000304824,3280.59,0.210737,0.00321062,1.8134
0.000312258,3202.48,0.217206,0.00341074,0.305985
0.000319693,3128,0.0772633,0.000431572,-0.916855
0.000327128,3056.91,0.148466,0.00159353,1.66534
0.000334562,2988.98,0.115225,0.000959836,-1.95605
0.000341997,2924,0.196566,0.00279334,1.52358
0.000349432,2861.79,0.227256,0.00373368,-1.91746
0.000356867,2802.17,0.191173,0.00264216,-2.932
0.000364301,2744.98,0.197675,0.00282493,-2.01426
0.000371736,2690.08,0.199327,0.00287236,-2.0022
0.000379171,2637.33,0.215355,0.00335286,1.30216
0.000386605,2586.62,0.169958,0.00208827,-0.184809
0.00039404,2537.81,0.170402,0.00209921,-2.74214
0.000401475,2490.82,0.309359,0.00691883,2.27932
0.00040891,2445.53,0.0492745,0.00017553,0.260818
0.000416344,2401.86,0.217025,0.00340508,0.853468
0.000423779,2359.72,0.275955,0.00550532,-1.61368
0.000431214,2319.04,0.177384,0.00227477,3.10547
0.000438649,2279.73,0.134338,0.00130468,0.766249
0.000446083,2241.73,0.193017,0.00269338,-0.549764
0.000453518,2204.98,0.0665824,0.000320498,2.57701
0.000460953,2169.42,0.187897,0.00255239,-2.20861
0.000468387,2134.98,0.0939839,0.000638577,-2.21372
0.000475822,2101.63,0.141368,0.0014448,-0.737285
0.000483257,2069.29,0.114517,0.000948075,1.56322
0.000490692,2037.94,0.258389,0.00482676,1.20894
0.000498126,2007.52,0.171724,0.0021319,-2.4174
0.000505561,1978,0.0982419,0.000697751,2.81359
0.000512996,1949.33,0.304748,0.00671411,1.09404
0.00052043,1921.49,0.238763,0.00412136,-0.488782
0.000527865,1894.42,0.10542,0.00080344,-1.32676
0.0005353,1868.11,0.201366,0.00293142,-0.84015
0.000542735,1842.52,0.347146,0.00871228,0.271539
0.000550169,1817.62,0.216034,0.00337405,0.589834
