freq_1m,wavelength_m,B_amp,B_psd,B_phase_rad
0,inf,8.84256e-10,4.91464e-20,0
6.78757e-06,147328,30897.8,6.00055e+07,2.56381
1.35751e-05,73664.1,35578.8,7.95641e+07,-1.30731
2.03627e-05,49109.4,44048.1,1.21952e+08,-2.86337
2.71503e-05,36832,34264.9,7.3796e+07,2.35736
3.39379e-05,29465.6,26295.2,4.34599e+07,2.56568
4.07254e-05,24554.7,20513.8,2.645e+07,-0.946589
4.7513e-05,21046.9,18036.9,2.04483e+07,1.05859
5.43006e-05,18416,27739.8,4.83662e+07,-0.640902
6.10881e-05,16369.8,30027.9,5.66741e+07,-3.02439
6.78757e-05,14732.8,12437.4,9.72292e+06,0.704873
7.46633e-05,13393.5,22327.3,3.13335e+07,1.50329
8.14508e-05,12277.3,28622,5.14916e+07,2.0817
8.82384e-05,11332.9,14752.8,1.368e+07,-1.91358
9.5026e-05,10523.4,42817.6,1.15234e+08,-0.344015
0.000101814,9821.88,16581.2,1.72809e+07,-2.11447
0.000108601,9208.01,12631.8,1.00292e+07,3.00369
0.000115389,8666.36,26444.7,4.39555e+07,0.887956
0.000122176,8184.9,56428.9,2.00142e+08,0.440041
0.000128964,7754.11,55546.8,1.93934e+08,-1.84757
0.000135751,7366.41,27259.7,4.67067e+07,-1.04024
0.000142539,7015.63,32927,6.81457e+07,-2.49195
0.000149327,6696.73,20313,2.59347e+07,-2.83903
0.000156114,6405.57,9813.65,6.05336e+06,2.20618
0.000162902,6138.67,26755.4,4.49942e+07,-1.43174
0.000169689,5893.13,17486.5,1.92194e+07,0.581233
0.000176477,5666.47,19030.7,2.27638e+07,-2.6467
0.000183264,5456.6,53789.4,1.81856e+08,2.71277
0.000190052,5261.72,17150.4,1.84878e+07,-2.47186
0.00019684,5080.28,36126.9,8.20346e+07,1.08015
0.000203627,4910.94,32073.8,6.46601e+07,2.36519
0.000210415,4752.52,35055.4,7.72405e+07,-0.23239
0.000217202,4604,24311.5,3.71499e+07,2.66095
0.00022399,4464.49,39154.1,9.63586e+07,-1.11995
0.000230777,4333.18,23765.2,3.54992e+07,-2.85611
0.000237565,4209.38,16797.2,1.77342e+07,0.0536612
0.000244353,4092.45,42352.8,1.12746e+08,1.47058
0.00025114,3981.84,2320.31,338399,-1.30347
0.000257928,3877.06,33188.4,6.92322e+07,-2.54995
0.000264715,3777.64,3300.14,684543,1.4633
0.000271503,3683.2,25551.8,4.10372e+07,2.51331
0.00027829,3593.37,14316.7,1.2883e+07,-0.297691
0.000285078,3507.81,16961.7,1.80831e+07,0.00230264
0.000291866,3426.24,23865,3.57979e+07,1.51914
0.000298653,3348.37,23590.1,3.49781e+07,-1.13653
0.000305441,3273.96,8939.22,5.02267e+06,-2.33455
0.000312228,3202.79,23159.1,3.37116e+07,3.07641
0.000319016,3134.64,21280,2.8463e+07,1.36283
0.000325803,3069.34,11462.2,8.25786e+06,-0.695962
0.000332591,3006.7,15723.9,1.55402e+07,-1.22541
0.000339379,2946.56,9380.41,5.53068e+06,2.9407
0.000346166,2888.79,9882.74,6.1389e+06,-0.46792
0.000352954,2833.23,2185.65,300259,-0.981721
0.000359741,2779.78,26792,4.51175e+07,0.344402
0.000366529,2728.3,11230.2,7.92696e+06,-0.796895
0.000373316,2678.69,16648.4,1.74213e+07,-0.900024
0.000380104,2630.86,11150.4,7.81479e+06,-2.28208
0.000386891,2584.7,11215.1,7.9057e+06,-1.86788
0.000393679,2540.14,17035.5,1.82408e+07,-2.29713
0.000400467,2497.09,9446.74,5.60918e+06,-0.972516
0.000407254,2455.47,10889,7.45265e+06,1.35786
0.000414042,2415.22,7019.1,3.0967e+06,0.474599
0.000420829,2376.26,25896.7,4.21525e+07,-0.354358
0.000427617,2338.54,30920.8,6.00947e+07,0.14751
0.000434404,2302,29972.8,5.64664e+07,-1.7094
0.000441192,2266.59,7008.84,3.08765e+06,1.31829
0.00044798,2232.24,8567.65,4.6138e+06,-2.33237
0.000454767,2198.93,5317.45,1.77722e+06,-0.143018
0.000461555,2166.59,2749.98,475330,0.667418
0.000468342,2135.19,9971.97,6.25025e+06,-1.70133
0.00047513,2104.69,12149.5,9.27801e+06,1.12284
0.000481917,2075.04,14436.4,1.30995e+07,0.610447
0.000488705,2046.22,19911.5,2.49196e+07,-1.17454
0.000495493,2018.19,12790.5,1.02827e+07,0.0336489
0.00050228,1990.92,12862.8,1.03993e+07,-2.93256
0.000509068,1964.38,15821.2,1.57332e+07,-2.95063
0.000515855,1938.53,10570.2,7.02262e+06,2.66749
0.000522643,1913.35,18709.2,2.20011e+07,2.00073
