freq_1m,wavelength_m,C_amp,C_psd,C_phase_rad
0,inf,2.04697e-16,2.6716e-33,0
6.61321e-06,151213,0.188092,0.00225573,-0.0717097
1.32264e-05,75606.3,0.12304,0.000965251,2.82294
1.98396e-05,50404.2,0.235103,0.00352422,2.20534
2.64528e-05,37803.1,0.118822,0.000900208,0.511437
3.3066e-05,30242.5,0.193048,0.00237616,-2.43216
3.96792e-05,25202.1,0.125935,0.0010112,-1.19574
4.62924e-05,21601.8,0.164896,0.00173367,-2.32843
5.29056e-05,18901.6,0.306835,0.00600283,-1.44403
5.95188e-05,16801.4,0.316392,0.00638261,-1.93374
6.61321e-05,15121.3,0.306642,0.0059953,0.283823
7.27453e-05,13746.6,0.164973,0.00173528,1.04826
7.93585e-05,12601,0.291677,0.00542437,-3.08048
8.59717e-05,11631.7,0.087522,0.000488406,2.2598
9.25849e-05,10800.9,0.26373,0.00443473,0.641915
9.91981e-05,10080.8,0.305562,0.00595312,-0.0184441
0.000105811,9450.79,0.0654694,0.00027329,-0.156478
0.000112424,8894.86,0.158453,0.00160084,-1.95061
0.000119038,8400.7,0.0302125,5.81995e-05,-2.54716
0.000125651,7958.56,0.18928,0.00228433,1.97008
0.000132264,7560.63,0.196805,0.00246954,0.886886
0.000138877,7200.6,0.103662,0.000685153,1.13991
0.000145491,6873.3,0.148201,0.0014004,-2.9702
0.000152104,6574.46,0.110083,0.000772659,-2.69465
0.000158717,6300.52,0.195682,0.00244144,-0.501433
0.00016533,6048.5,0.119668,0.000913064,-1.32373
0.000171943,5815.87,0.073335,0.000342901,1.70362
0.000178557,5600.47,0.226856,0.0032813,-2.80807
0.00018517,5400.45,0.259203,0.00428377,0.593725
0.000191783,5214.23,0.076538,0.000373508,1.20911
0.000198396,5040.42,0.304975,0.00593028,1.12753
0.000205009,4877.83,0.0586371,0.000219226,0.300942
0.000211623,4725.39,0.0300975,5.77575e-05,-0.43669
0.000218236,4582.2,0.0977406,0.000609111,-2.71315
0.000224849,4447.43,0.0539388,0.000185502,2.48088
0.000231462,4320.36,0.126867,0.00102622,2.63245
0.000238075,4200.35,0.281684,0.00505906,-2.50266
0.000244689,4086.83,0.28426,0.00515203,-2.81101
0.000251302,3979.28,0.231846,0.00342725,0.712562
0.000257915,3877.25,0.15398,0.00151173,0.470103
0.000264528,3780.31,0.129755,0.00107348,-1.04979
0.000271141,3688.11,0.35645,0.00810107,-2.45185
