freq_1m,wavelength_m,C_amp,C_psd,C_phase_rad
0,inf,2.94903e-17,5.91814e-35,0
7.02808e-06,142286,0.18322,0.00228441,0.221507
1.40562e-05,71143.2,0.110673,0.000833506,-1.78814
2.10842e-05,47428.8,0.0161586,1.77678e-05,0.528772
2.81123e-05,35571.6,0.207715,0.00293606,-1.80647
3.51404e-05,28457.3,0.19295,0.00253348,1.25203
4.21685e-05,23714.4,0.206564,0.00290359,0.104958
4.91966e-05,20326.6,0.111602,0.000847568,-2.85688
5.62246e-05,17785.8,0.13134,0.00117387,-0.301758
6.32527e-05,15809.6,0.0144256,1.41609e-05,-2.8472
7.02808e-05,14228.6,0.114336,0.000889595,1.01196
7.73089e-05,12935.1,0.17013,0.00196965,1.46203
8.43369e-05,11857.2,0.104749,0.000746673,-1.95981
9.1365e-05,10945.1,0.124569,0.00105596,2.73229
9.83931e-05,10163.3,0.101583,0.000702211,-0.48889
0.000105421,9485.76,0.0331059,7.45828e-05,-1.91421
0.000112449,8892.9,0.186092,0.00235657,1.60972
0.000119477,8369.79,0.117221,0.000935059,0.906218
0.000126505,7904.8,0.153643,0.00160639,-0.0467911
0.000133533,7488.76,0.18122,0.00223481,0.299637
0.000140562,7114.32,0.104038,0.000736563,1.98139
0.00014759,6775.54,0.220574,0.00331081,1.84956
0.000154618,6467.56,0.109834,0.00082092,1.69582
0.000161646,6186.37,0.132566,0.00119589,-0.400116
0.000168674,5928.6,0.150831,0.00154814,-3.09058
0.000175702,5691.46,0.178085,0.00215815,1.92626
0.00018273,5472.55,0.117681,0.000942415,-0.735361
0.000189758,5269.87,0.234186,0.00373205,-1.86993
0.000196786,5081.66,0.0638956,0.000277823,2.89578
0.000203814,4906.43,0.075264,0.00038548,-2.70345
0.000210842,4742.88,0.188428,0.00241611,-1.33698
0.00021787,4589.88,0.109759,0.0008198,-1.32543
0.000224899,4446.45,0.0652495,0.000289722,0.722867
0.000231927,4311.71,0.0291025,5.76353e-05,1.09739
0.000238955,4184.89,0.0600305,0.000245228,-0.945503
0.000245983,4065.33,0.298031,0.00604437,-3.01548
0.000253011,3952.4,0.31256,0.00664804,2.16882
0.000260039,3845.58,0.173235,0.00204219,1.49204
0.000267067,3744.38,0.134786,0.00123629,2.77046
0.000274095,3648.37,0.17884,0.00217648,-2.73278
0.000281123,3557.16,0.227857,0.00353305,-2.81171
0.000288151,3470.4,0.0573379,0.000223723,0.820641
0.000295179,3387.77,0.230666,0.0036207,2.76831
0.000302207,3308.99,0.143944,0.00140997,0.745703
0.000309235,3233.78,0.117344,0.000937014,-0.993058
0.000316264,3161.92,0.0592293,0.000238726,0.393306
0.000323292,3093.18,0.135432,0.00124815,2.42578
0.00033032,3027.37,0.16956,0.00195648,1.38143
0.000337348,2964.3,0.0934506,0.000594279,-0.822633
0.000344376,2903.8,0.105259,0.00075396,2.10861
0.000351404,2845.73,0.118807,0.000960536,0.789359
0.000358432,2789.93,0.0933222,0.000592648,-2.03296
0.00036546,2736.28,0.156908,0.00167539,-1.89263
0.000372488,2684.65,0.0715072,0.000347958,-2.96579
0.000379516,2634.93,0.277176,0.00522802,-0.213698
0.000386544,2587.03,0.307977,0.00645453,-1.65597
0.000393572,2540.83,0.148193,0.00149446,-1.20199
0.0004006,2496.25,0.12844,0.0011226,-0.910866
0.000407629,2453.21,0.236039,0.00379136,0.302118
0.000414657,2411.63,0.250646,0.00427513,-1.19132
0.000421685,2371.44,0.219307,0.0032729,2.53614
0.000428713,2332.56,0.208407,0.00295564,0.678434
0.000435741,2294.94,0.0360953,8.86603e-05,0.0542456
0.000442769,2258.51,0.128594,0.0011253,-2.15931
0.000449797,2223.23,0.24918,0.00422526,2.86323
0.000456825,2189.02,0.0260892,4.63179e-05,-0.509477
0.000463853,2155.85,0.226288,0.00348459,-2.21448
0.000470881,2123.68,0.194418,0.00257218,2.90442
0.000477909,2092.45,0.0855378,0.0004979,1.73241
0.000484937,2062.12,0.166599,0.00188873,-0.570507
0.000491966,2032.66,0.176894,0.00212939,-2.01636
0.000498994,2004.03,0.190268,0.00246354,2.56791
0.000506022,1976.2,0.124007,0.00104646,1.24269
0.00051305,1949.13,0.217413,0.00321661,1.51892
0.000520078,1922.79,0.110371,0.000828964,0.819244
0.000527106,1897.15,0.149725,0.00152551,2.34498
0.000534134,1872.19,0.0504836,0.000173432,0.122834
0.000541162,1847.88,0.220603,0.0033117,3.11518
0.00054819,1824.18,0.223749,0.00340681,2.14076
0.000555218,1801.09,0.122914,0.00102808,0.754085
0.000562246,1778.58,0.170158,0.00197029,-0.864227
0.000569274,1756.62,0.316609,0.00682141,-1.62947
0.000576302,1735.2,0.0322888,7.09466e-05,-2.31135
0.000583331,1714.29,0.219143,0.003268,0.2938
0.000590359,1693.89,0.0673587,0.000308755,0.00213979
0.000597387,1673.96,0.15803,0.00169945,-0.00902244
0.000604415,1654.49,0.139322,0.00132089,-0.227844
0.000611443,1635.48,0.108686,0.000803844,0.450758
0.000618471,1616.89,0.0280783,5.36499e-05,0.961611
0.000625499,1598.72,0.0665052,0.00030098,1.81637
0.000632527,1580.96,0.0448524,0.000136898,-0.619572
0.000639555,1563.59,0.103809,0.000733324,-2.04518
0.000646583,1546.59,0.162979,0.00180755,-2.39619
0.000653611,1529.96,0.173126,0.00203962,2.01961
0.000660639,1513.69,0.135416,0.00124786,-0.669137
0.000667667,1497.75,0.179512,0.00219288,-1.42257
0.000674696,1482.15,0.166773,0.00189268,-1.59853
0.000681724,1466.87,0.143469,0.00140069,2.85541
0.000688752,1451.9,0.114358,0.000889931,0.928631
0.00069578,1437.24,0.137103,0.00127915,0.0878688
0.000702808,1422.86,0.13631,0.0012644,-0.026459
0.000709836,1408.78,0.0818468,0.000455859,-2.44502
0.000716864,1394.96,0.159513,0.00173148,2.09653
0.000723892,1381.42,0.0484187,0.000159534,-2.89477
0.00073092,1368.14,0.195503,0.00260096,2.51059
0.000737948,1355.11,0.141742,0.00136718,-0.539912
0.000744976,1342.32,0.169914,0.00196464,-2.2934
0.000752004,1329.78,0.0861274,0.000504789,2.55231
0.000759032,1317.47,0.0217687,3.22473e-05,2.36359
0.000766061,1305.38,0.0773987,0.000407657,0.0523713
0.000773089,1293.51,0.0333127,7.55172e-05,-0.210177
0.000780117,1281.86,0.113657,0.000879061,0.280577
0.000787145,1270.41,0.0516637,0.000181634,-0.0148267
0.000794173,1259.17,0.0699014,0.000332505,1.61028
0.000801201,1248.13,0.0401214,0.000109542,1.74895
0.000808229,1237.27,0.109137,0.000810529,1.73786
0.000815257,1226.61,0.170734,0.00198367,0.295943
0.000822285,1216.12,0.110348,0.000828627,-1.88062
0.000829313,1205.82,0.0741375,0.000374026,3.00637
0.000836341,1195.68,0.0287145,5.61084e-05,-0.759956
0.000843369,1185.72,0.189349,0.0024398,-0.834717
0.000850398,1175.92,0.213984,0.00311594,-1.93089
0.000857426,1166.28,0.134495,0.00123095,1.47126
0.000864454,1156.8,0.189269,0.00243772,-0.421062
0.000871482,1147.47,0.14769,0.00148432,-1.27857
0.00087851,1138.29,0.0595515,0.000241331,0.198231
0.000885538,1129.26,0.0939943,0.000601215,1.43575
0.000892566,1120.37,0.0795017,0.00043011,-1.12154
0.000899594,1111.61,0.224211,0.00342091,-2.1747
0.000906622,1103,0.138279,0.00130119,2.76216
0.00091365,1094.51,0.191942,0.00250707,1.40179
0.000920678,1086.16,0.144372,0.00141839,-0.34245
0.000927706,1077.93,0.284337,0.00550167,-1.67436
0.000934734,1069.82,0.091071,0.0005644,-3.01324
0.000941763,1061.84,0.00650326,2.87799e-06,-0.963071
0.000948791,1053.97,0.115445,0.000906934,1.26616
0.000955819,1046.22,0.192102,0.00251126,-0.576667
0.000962847,1038.59,0.118665,0.000958239,-1.48505
0.000969875,1031.06,0.159617,0.00173375,-1.78876
0.000976903,1023.64,0.135244,0.0012447,3.02129
0.000983931,1016.33,0.108966,0.000808001,2.05056
0.000990959,1009.12,0.0568814,0.000220174,0.976661
0.000997987,1002.02,0.0601388,0.000246114,-1.73637
0.00100502,995.01,0.0967887,0.000637493,-2.30795
0.00101204,988.1,0.152486,0.00158229,-2.70934
0.00101907,981.286,0.0466659,0.000148192,2.75697
0.0010261,974.564,0.0448613,0.000136953,-0.573157
0.00103313,967.935,0.0942756,0.000604819,-0.775247
0.00104016,961.395,0.105812,0.000761902,-1.42042
0.00104718,954.942,0.0400343,0.000109067,2.65054
0.00105421,948.576,0.159794,0.00173759,1.10603
