freq_1m,wavelength_m,C_amp,C_psd,C_phase_rad
0,inf,1.47451e-17,1.46077e-35,3.14159
6.90661e-06,144789,0.109613,0.000807246,-2.88526
1.38132e-05,72394.4,0.126628,0.00107731,-0.352439
2.07198e-05,48262.9,0.129544,0.00112751,-3.03044
2.76264e-05,36197.2,0.169545,0.00193132,0.29413
3.4533e-05,28957.8,0.0363387,8.87203e-05,0.541284
4.14397e-05,24131.5,0.134575,0.00121678,-0.200828
4.83463e-05,20684.1,0.12731,0.00108895,2.39835
5.52529e-05,18098.6,0.183472,0.00226163,0.549503
6.21595e-05,16087.6,0.390393,0.0102397,-2.63644
6.90661e-05,14478.9,0.192048,0.00247802,-1.4467
7.59727e-05,13162.6,0.112431,0.000849296,2.45375
8.28793e-05,12065.7,0.137134,0.00126349,1.81155
8.97859e-05,11137.6,0.177771,0.00212326,2.20759
9.66925e-05,10342.1,0.188649,0.00239107,-1.00738
0.000103599,9652.59,0.1155,0.000896285,0.978145
0.000110506,9049.3,0.193269,0.00250962,0.483734
0.000117412,8516.99,0.159149,0.00170172,2.41975
0.000124319,8043.82,0.143655,0.00138651,-2.99059
0.000131226,7620.47,0.215765,0.00312785,2.75991
0.000138132,7239.44,0.317633,0.00677852,0.948914
0.000145039,6894.71,0.267523,0.00480846,2.32716
0.000151945,6581.31,0.0978555,0.00064336,-0.485498
0.000158852,6295.17,0.128769,0.00111405,-1.08724
0.000165759,6032.87,0.212946,0.00304665,3.10341
0.000172665,5791.55,0.265436,0.00473371,3.02806
0.000179572,5568.8,0.0409987,0.000112933,1.24458
0.000186478,5362.55,0.240748,0.00389412,2.06787
0.000193385,5171.03,0.164534,0.00181883,2.60575
0.000200292,4992.72,0.19861,0.00265024,-1.09095
0.000207198,4826.29,0.201858,0.00273764,-0.27103
0.000214105,4670.61,0.113029,0.00085835,-2.7618
0.000221012,4524.65,0.135026,0.00122495,-0.649489
0.000227918,4387.54,0.0719798,0.000348101,1.47209
0.000234825,4258.5,0.354151,0.00842674,0.653239
0.000241731,4136.82,0.176621,0.00209588,-2.61061
0.000248638,4021.91,0.155128,0.00161684,-3.04875
0.000255545,3913.21,0.225677,0.00342183,-3.11539
0.000262451,3810.23,0.041653,0.000116567,2.71334
0.000269358,3712.53,0.240834,0.00389689,2.29813
0.000276264,3619.72,0.1474,0.00145975,0.0501387
