freq_1m,wavelength_m,B_amp,B_psd,B_phase_rad
0,inf,2.77396e-11,5.24079e-23,0
7.00271e-06,142802,4828.82,1.5881e+06,-2.78686
1.40054e-05,71400.9,10256.3,7.16433e+06,0.252027
2.10081e-05,47600.6,26608.4,4.82206e+07,-2.94553
2.80109e-05,35700.4,49856.3,1.69292e+08,1.97006
3.50136e-05,28560.4,22222,3.36328e+07,0.607276
4.20163e-05,23800.3,24373.1,4.04592e+07,-1.31714
4.9019e-05,20400.3,11322.6,8.73149e+06,-0.56754
5.60217e-05,17850.2,33585.9,7.68265e+07,-1.93217
6.30244e-05,15866.9,38255.1,9.96723e+07,-2.50871
7.00271e-05,14280.2,11502,9.0103e+06,1.23914
7.70299e-05,12982,9592.33,6.26678e+06,2.78335
8.40326e-05,11900.1,11197.4,8.53952e+06,-0.194325
9.10353e-05,10984.8,66260.5,2.99024e+08,-0.70627
9.8038e-05,10200.1,13250.4,1.1958e+07,-0.00201418
0.000105041,9520.12,15499.2,1.63611e+07,-1.26815
0.000112043,8925.11,19689.1,2.64027e+07,3.0173
0.000119046,8400.1,31776.3,6.87708e+07,0.574358
0.000126049,7933.43,5759.92,2.25959e+06,-1.82878
0.000133052,7515.88,21359.4,3.10724e+07,-0.506162
0.000140054,7140.09,12326.7,1.03489e+07,-3.00542
0.000147057,6800.08,30585.1,6.37113e+07,-2.36235
0.00015406,6490.99,24024,3.93086e+07,2.91852
0.000161062,6208.77,26265.8,4.6987e+07,-2.24779
0.000168065,5950.07,35561.2,8.61288e+07,1.78257
0.000175068,5712.07,10326.3,7.26256e+06,-2.89473
0.000182071,5492.38,27173.6,5.02911e+07,-2.92565
0.000189073,5288.95,46474,1.47101e+08,-0.216623
0.000196076,5100.06,5276.13,1.89595e+06,0.834461
0.000203079,4924.2,14692.8,1.47029e+07,2.72773
0.000210081,4760.06,24765.3,4.17717e+07,-0.261291
0.000217084,4606.51,17084,1.98782e+07,2.35345
0.000224087,4462.55,40527.9,1.11868e+08,0.768492
0.00023109,4327.33,21746.3,3.22083e+07,0.991948
0.000238092,4200.05,11104.2,8.39793e+06,0.653212
0.000245095,4080.05,27215,5.04444e+07,3.10692
0.000252098,3966.72,20476.8,2.85575e+07,-0.292537
0.0002591,3859.51,32174.2,7.05038e+07,0.764958
0.000266103,3757.94,7670.56,4.00729e+06,2.31401
0.000273106,3661.58,14858.5,1.50365e+07,1.13634
0.000280109,3570.04,10674.7,7.76087e+06,-2.25468
0.000287111,3482.97,11672.5,9.27942e+06,1.49955
0.000294114,3400.04,6254.5,2.66429e+06,-0.448588
0.000301117,3320.97,11944.7,9.71727e+06,-0.195305
0.000308119,3245.49,14053.2,1.34507e+07,-1.13866
0.000315122,3173.37,24500.7,4.08841e+07,0.96896
0.000322125,3104.39,7911.8,4.26331e+06,2.62985
0.000329128,3038.34,28281.4,5.4475e+07,0.610256
0.00033613,2975.04,10949.9,8.16608e+06,-1.43389
