freq_1m,wavelength_m,C_amp,C_psd,C_phase_rad
0,inf,2.68882e-17,4.69431e-35,3.14159
6.7815e-06,147460,0.293929,0.00560959,-0.151309
1.3563e-05,73730,0.269213,0.00470587,0.555607
2.03445e-05,49153.3,0.0605727,0.000238233,0.690097
2.7126e-05,36865,0.0452053,0.000132687,-0.971308
3.39075e-05,29492,0.156332,0.00158688,-1.0387
4.0689e-05,24576.7,0.0964588,0.000604131,-1.76756
4.74705e-05,21065.7,0.0850408,0.000469572,1.60478
5.4252e-05,18432.5,0.466337,0.0141204,-1.22507
6.10335e-05,16384.4,0.0974093,0.000616096,-1.97777
6.7815e-05,14746,0.0184801,2.21746e-05,-0.688107
7.45965e-05,13405.5,0.401952,0.0104905,1.22114
8.1378e-05,12288.3,0.101096,0.000663613,-1.26973
8.81595e-05,11343.1,0.130219,0.00110102,2.2712
9.4941e-05,10532.9,0.0778869,0.000393892,-2.11042
0.000101723,9830.66,0.115681,0.000868905,2.41874
0.000108504,9216.25,0.184958,0.00222122,-1.67082
0.000115286,8674.11,0.223771,0.00325129,3.01813
0.000122067,8192.22,0.181831,0.00214677,-2.4751
0.000128849,7761.05,0.449428,0.013115,1.70002
0.00013563,7373,0.0850084,0.000469214,-0.0261246
0.000142412,7021.9,0.091333,0.000541631,1.18506
0.000149193,6702.73,0.130457,0.00110506,-2.71615
0.000155975,6411.3,0.239453,0.00372295,3.00052
0.000162756,6144.16,0.145034,0.00136581,2.92831
0.000169538,5898.4,0.0939495,0.000573108,-3.03289
0.000176319,5671.54,0.208318,0.00281775,-0.359205
0.000183101,5461.48,0.214419,0.00298521,2.73984
0.000189882,5266.43,0.199961,0.00259621,0.973686
0.000196664,5084.83,0.0847385,0.000466239,-0.861974
0.000203445,4915.33,0.0394181,0.000100888,-2.07027
0.000210227,4756.77,0.113096,0.000830504,1.39736
0.000217008,4608.12,0.0189696,2.33649e-05,1.11976
0.00022379,4468.48,0.187738,0.0022885,2.38775
0.000230571,4337.06,0.22774,0.00336765,1.67899
0.000237353,4213.14,0.164576,0.00175865,0.472854
0.000244134,4096.11,0.312795,0.00635284,-0.373842
0.000250916,3985.4,0.130029,0.00109781,-1.64398
0.000257697,3880.53,0.112272,0.000818448,-0.932322
0.000264479,3781.02,0.115197,0.000861654,0.918477
0.00027126,3686.5,0.0114855,8.5654e-06,-1.69381
0.000278042,3596.58,0.124353,0.00100406,0.189764
0.000284823,3510.95,0.133639,0.00115961,1.6517
0.000291605,3429.3,0.0149575,1.45266e-05,-2.13151
0.000298386,3351.36,0.194897,0.00246637,0.0160503
0.000305168,3276.89,0.154922,0.00155838,-0.293486
0.000311949,3205.65,0.0670459,0.000291872,-0.21836
0.000318731,3137.45,0.0698555,0.000316847,-2.04194
0.000325512,3072.08,0.234375,0.00356673,-0.544646
0.000332294,3009.39,0.289048,0.00542484,0.983167
0.000339075,2949.2,0.0969283,0.000610026,-1.59876
0.000345857,2891.37,0.0981591,0.000625617,-1.61477
0.000352638,2835.77,0.0853944,0.000473485,-1.88022
0.00035942,2782.26,0.0677242,0.000297807,-3.00087
0.000366201,2730.74,0.133447,0.00115629,-1.1386
0.000372983,2681.09,0.161938,0.00170273,2.83039
0.000379764,2633.21,0.14647,0.00139298,-0.0759405
0.000386546,2587.02,0.134974,0.0011829,-1.70867
0.000393327,2542.41,0.196523,0.0025077,-1.65956
0.000400109,2499.32,0.209319,0.00284488,2.23386
0.00040689,2457.67,0.11243,0.00082075,-1.63642
0.000413672,2417.38,0.249767,0.00405058,1.55375
0.000420453,2378.39,0.0731519,0.000347455,1.47148
0.000427235,2340.63,0.251744,0.00411496,-1.85955
0.000434016,2304.06,0.144416,0.00135418,2.46076
0.000440798,2268.61,0.174395,0.00197476,2.29753
0.000447579,2234.24,0.142636,0.001321,1.3329
0.000454361,2200.89,0.13756,0.00122867,0.832002
0.000461142,2168.53,0.14129,0.00129619,0.263737
0.000467924,2137.1,0.187956,0.00229381,3.13612
0.000474705,2106.57,0.135368,0.00118981,2.30807
0.000481487,2076.9,0.214348,0.00298324,1.02956
0.000488268,2048.05,0.183664,0.00219026,0.994799
0.00049505,2020,0.270488,0.00475054,-1.08732
0.000501831,1992.7,0.135058,0.00118436,-2.89839
0.000508613,1966.13,0.157587,0.00161245,-0.660293
0.000515394,1940.26,0.0638797,0.000264956,1.55331
0.000522176,1915.06,0.148738,0.00143646,0.503884
0.000528957,1890.51,0.117072,0.000889932,-3.12263
0.000535739,1866.58,0.110627,0.000794637,0.586182
0.00054252,1843.25,0.225751,0.00330909,0.155797
0.000549302,1820.49,0.238525,0.00369417,0.377509
0.000556083,1798.29,0.0489627,0.00015566,-2.73282
0.000562865,1776.63,0.185055,0.00222356,-0.221815
0.000569646,1755.48,0.0502041,0.000163654,-2.22005
0.000576428,1734.82,0.126349,0.00103655,-1.54184
0.000583209,1714.65,0.180825,0.00212307,2.65146
0.000589991,1694.94,0.0890556,0.000514955,1.36272
0.000596772,1675.68,0.0846334,0.000465083,-1.47297
0.000603554,1656.85,0.208703,0.00282817,0.185787
0.000610335,1638.44,0.146855,0.00140032,0.419639
0.000617117,1620.44,0.115394,0.000864599,-1.20134
0.000623898,1602.83,0.130228,0.00110118,-2.60568
0.00063068,1585.59,0.137539,0.00122828,-2.56291
0.000637461,1568.72,0.162477,0.00171407,-2.31617
0.000644243,1552.21,0.207165,0.00278663,1.86825
0.000651024,1536.04,0.272039,0.00480518,0.917394
0.000657806,1520.21,0.0742389,0.000357858,-2.71837
0.000664587,1504.69,0.245271,0.00390606,-0.0251289
0.000671369,1489.49,0.16423,0.00175126,0.857008
0.00067815,1474.6,0.162326,0.0017109,1.76135
0.000684932,1460,0.104873,0.00071412,-1.73891
0.000691713,1445.69,0.124983,0.00101426,-2.0924
0.000698495,1431.65,0.0647028,0.000271827,-3.06334
0.000705276,1417.88,0.115896,0.00087214,1.98381
0.000712058,1404.38,0.0977012,0.000619795,-2.19082
0.000718839,1391.13,0.0536692,0.000187025,1.39386
0.000725621,1378.13,0.0779384,0.000394413,1.49806
0.000732402,1365.37,0.377253,0.00924085,0.240937
0.000739184,1352.84,0.109362,0.000776574,-1.59476
0.000745965,1340.55,0.204519,0.00271592,-2.47458
0.000752747,1328.47,0.121232,0.000954295,-2.15856
0.000759528,1316.61,0.166752,0.00180547,2.89875
0.00076631,1304.96,0.0581444,0.000219514,-2.25774
0.000773091,1293.51,0.0704256,0.000322039,1.48836
0.000779873,1282.26,0.0733711,0.000349541,-0.417693
0.000786654,1271.21,0.0750964,0.000366173,0.83377
0.000793436,1260.34,0.162826,0.00172144,0.226996
0.000800217,1249.66,0.235956,0.00361501,0.34004
0.000806999,1239.16,0.0670737,0.000292114,2.68878
0.00081378,1228.83,0.158745,0.00163623,-2.84208
0.000820562,1218.68,0.153409,0.00152809,1.24084
0.000827343,1208.69,0.187893,0.0022923,-1.7655
