freq_1m,wavelength_m,B_amp,B_psd,B_phase_rad
0,inf,2.13731e-11,3.3025e-23,3.14159
7.43472e-06,134504,12065.8,1.0525e+07,-1.53302
1.48694e-05,67252,29413.1,6.25442e+07,1.16238
2.23042e-05,44834.7,24911.4,4.48645e+07,-2.27033
2.97389e-05,33626,13776.5,1.37209e+07,1.51625
3.71736e-05,26900.8,22524.6,3.66792e+07,0.700337
4.46083e-05,22417.3,9017.76,5.87901e+06,2.31854
5.2043e-05,19214.9,16452.8,1.95698e+07,1.97026
5.94778e-05,16813,17214.7,2.14242e+07,0.0516033
6.69125e-05,14944.9,57233.9,2.36817e+08,0.559793
7.43472e-05,13450.4,69232.9,3.46523e+08,0.557148
8.17819e-05,12227.6,21795.9,3.43443e+07,-1.77578
8.92167e-05,11208.7,44211,1.41308e+08,2.68692
9.66514e-05,10346.5,61330.7,2.71934e+08,-0.737786
0.000104086,9607.43,25127.7,4.56468e+07,-0.576655
0.000111521,8966.94,62809.8,2.85208e+08,-1.09857
0.000118956,8406.5,18529,2.48204e+07,-3.09236
0.00012639,7912,1918,265951,1.72407
0.000133825,7472.45,30862.9,6.8862e+07,-0.160536
0.00014126,7079.16,60258.4,2.62508e+08,-2.48886
0.000148694,6725.2,24594.4,4.37299e+07,2.43443
0.000156129,6404.95,30273.4,6.62565e+07,1.47348
0.000163564,6113.82,8646.73,5.40519e+06,-1.9223
0.000170999,5848,61509.8,2.73524e+08,0.0573516
0.000178433,5604.34,28949.2,6.05872e+07,-1.10283
0.000185868,5380.16,33525.2,8.12547e+07,1.84984
0.000193303,5173.23,45527,1.49846e+08,2.98805
0.000200737,4981.63,14842,1.59255e+07,-1.83066
0.000208172,4803.72,45399,1.49004e+08,-0.293724
0.000215607,4638.07,47122.2,1.6053e+08,-1.2533
0.000223042,4483.47,15018.3,1.63059e+07,-2.61434
0.000230476,4338.84,22549.1,3.67591e+07,1.04111
0.000237911,4203.25,11430.7,9.44602e+06,2.40332
0.000245346,4075.88,32943.8,7.84612e+07,0.786282
0.000252781,3956,35381.8,9.05037e+07,2.99341
0.000260215,3842.97,16238.1,1.90623e+07,2.86925
0.00026765,3736.22,22083.9,3.52579e+07,-0.883072
0.000275085,3635.24,34833.2,8.77187e+07,-2.22571
0.000282519,3539.58,6832.12,3.37456e+06,-2.69295
0.000289954,3448.82,26569.3,5.10348e+07,0.0796784
0.000297389,3362.6,9384.77,6.36728e+06,-1.9166
0.000304824,3280.59,14515.8,1.5233e+07,0.113018
