year,link_id,sample_idx,s_m,lon,lat,B_m,C_1m
2010,0,0,0.00,115.758030,35.842106,657.82,-0.00437904
2010,0,1,83.88,115.758959,35.842106,1016.64,-0.00490696
2010,0,2,167.75,115.759600,35.841614,642.87,-0.00310063
2010,0,3,251.63,115.760186,35.841028,612.97,-0.00076637
2010,1,0,0.00,115.760186,35.841028,343.86,0.00000000
2010,1,1,29.90,115.760186,35.840759,373.76,0.00000000
2010,1,2,59.80,115.760186,35.840489,373.76,0.00000000
2010,10,0,0.00,115.762881,35.851538,1569.81,0.00000000
2010,10,1,69.66,115.763652,35.851538,1375.45,0.00168421
2010,10,2,139.31,115.764424,35.851538,852.18,0.00355053
2010,10,3,208.97,115.765037,35.851808,672.77,0.00373264
2010,100,0,0.00,115.719762,35.845071,1345.55,-0.00000000
2010,100,1,96.40,115.719088,35.844397,1166.14,-0.00000000
2010,100,2,192.80,115.718415,35.843723,867.13,-0.00000000
2010,101,0,0.00,115.872566,35.897083,598.02,-0.00222048
2010,101,1,95.66,115.871663,35.897352,418.61,-0.00356798
2010,101,2,191.33,115.870949,35.897916,403.66,-0.00383563
2010,101,3,286.99,115.870679,35.898700,538.22,-0.00275578
2010,102,0,0.00,115.872566,35.897083,1794.06,0.00085015
2010,102,1,87.07,115.873174,35.897692,1794.06,0.00064459
2010,102,2,174.13,115.873644,35.898341,1435.25,-0.00000000
2010,102,3,261.20,115.874183,35.898969,343.86,-0.00043903
2010,103,0,0.00,115.710869,35.849921,867.13,-0.00154562
2010,103,1,88.11,115.711067,35.849185,971.78,-0.00269541
2010,103,2,176.22,115.711012,35.848448,478.42,-0.00502937
2010,103,3,264.33,115.710605,35.847771,358.81,-0.00520522
2010,103,4,352.44,115.709791,35.847496,343.86,-0.00419689
2010,104,0,0.00,115.710869,35.849921,418.61,-0.00000000
2010,104,1,87.25,115.710060,35.849652,418.61,-0.00074805
2010,104,2,174.50,115.709252,35.849382,328.91,0.00000000
2010,104,3,261.75,115.708344,35.849283,343.86,0.00225071
2010,104,4,348.99,115.707635,35.848843,299.01,0.00300534
2010,105,0,0.00,115.870679,35.898700,523.27,-0.00097200
2010,105,1,84.33,115.869791,35.898779,403.66,-0.00299976
2010,105,2,168.65,115.868969,35.898969,418.61,-0.00467039
2010,105,3,252.98,115.868523,35.899508,418.61,-0.00431327
2010,106,0,0.00,115.870679,35.898700,1794.06,0.00000000
2010,106,1,77.10,115.871218,35.899239,1196.04,0.00000000
2010,106,2,154.20,115.871757,35.899778,747.53,0.00000000
2010,107,0,0.00,115.874183,35.898969,777.43,-0.00232030
2010,107,1,77.57,115.875042,35.898969,523.27,-0.00284255
2010,107,2,155.14,115.875764,35.898735,553.17,-0.00188210
2010,107,3,232.71,115.876445,35.898430,553.17,-0.00000000
2010,107,4,310.29,115.877147,35.898161,553.17,0.00039938
2010,108,0,0.00,115.874183,35.898969,553.17,0.00174006
2010,108,1,96.69,115.873507,35.899645,388.71,0.00411090
2010,108,2,193.38,115.872671,35.900047,523.27,0.00551983
2010,108,3,290.07,115.871757,35.899778,1031.59,0.00455793
2010,109,0,0.00,115.707635,35.848843,1345.55,0.00307094
2010,109,1,82.18,115.707061,35.849418,1121.29,0.00323309
2010,109,2,164.37,115.706287,35.849652,358.81,0.00339524
2010,11,0,0.00,115.756683,35.832943,1524.95,0.00000000
2010,11,1,82.19,115.757357,35.832539,1076.44,0.00000000
2010,11,2,164.39,115.758030,35.832135,239.21,0.00000000
2010,110,0,0.00,115.707635,35.848843,358.81,-0.00000000
2010,110,1,57.84,115.707231,35.848439,269.11,-0.00000000
2010,110,2,115.68,115.706826,35.848035,269.11,-0.00000000
2010,111,0,0.00,115.868523,35.899508,463.47,-0.00142287
2010,111,1,87.38,115.867614,35.899609,388.71,-0.00221371
2010,111,2,174.76,115.866804,35.899880,373.76,-0.00150227
2010,111,3,262.14,115.866094,35.900321,343.86,-0.00074117
2010,111,4,349.52,115.865284,35.900591,328.91,-0.00340766
2010,111,5,436.90,115.864674,35.901202,343.86,-0.00405149
2010,111,6,524.28,115.864481,35.901934,388.71,-0.00277001
2010,112,0,0.00,115.868523,35.899508,1794.06,-0.00000000
2010,112,1,38.55,115.868793,35.899778,1794.06,-0.00000000
2010,112,2,77.10,115.869062,35.900047,1196.04,-0.00000000
2010,113,0,0.00,115.871757,35.899778,478.42,0.00148467
2010,113,1,82.81,115.871488,35.900446,583.07,0.00422197
2010,113,2,165.63,115.871017,35.901057,403.66,0.00624849
2010,113,3,248.44,115.870140,35.901125,463.47,0.00553771
2010,114,0,0.00,115.706826,35.848035,299.01,0.00440068
2010,114,1,50.73,115.706373,35.847851,269.11,0.00418486
2010,114,2,101.46,115.706018,35.847496,299.01,0.00396904
2010,115,0,0.00,115.706826,35.848035,1450.20,-0.00000000
2010,115,1,77.12,115.707365,35.847496,837.23,-0.00000000
2010,115,2,154.24,115.707904,35.846957,508.32,-0.00000000
2010,116,0,0.00,115.864481,35.901934,448.52,-0.00161441
