year,link_id,sample_idx,s_m,lon,lat,B_m,C_1m
2000,0,0,0.00,115.084833,35.394745,403.66,-0.00313277
2000,0,1,93.47,115.084390,35.394032,388.71,-0.00613219
2000,0,2,186.93,115.083572,35.393667,702.67,-0.00828987
2000,0,3,280.40,115.082790,35.394093,1046.54,-0.00448376
2000,0,4,373.86,115.082138,35.394745,941.88,-0.00151939
2000,1,0,0.00,115.082138,35.394745,388.71,0.00000000
2000,1,1,19.32,115.082273,35.394880,403.66,0.00000000
2000,1,2,38.64,115.082407,35.395015,448.52,0.00000000
2000,10,0,0.00,115.081330,35.393398,388.71,-0.00181368
2000,10,1,91.95,115.080897,35.392695,448.52,-0.00055457
2000,10,2,183.90,115.080252,35.392197,418.61,0.00062650
2000,10,3,275.85,115.079933,35.391462,418.61,-0.00005601
2000,10,4,367.79,115.079291,35.390821,403.66,0.00090846
2000,10,5,459.74,115.078859,35.390118,373.76,0.00186808
2000,10,6,551.69,115.078635,35.389355,388.71,0.00125877
2000,100,0,0.00,115.348668,35.521408,493.37,0.00000000
2000,100,1,44.85,115.348668,35.521003,448.52,0.00000000
2000,100,2,89.70,115.348668,35.520599,553.17,0.00000000
2000,101,0,0.00,115.342739,35.525180,1345.55,0.00000000
2000,101,1,82.78,115.343652,35.525180,1554.85,-0.00248252
2000,101,2,165.56,115.344565,35.525180,627.92,-0.00502769
2000,101,3,248.34,115.345165,35.524641,657.82,-0.00509034
2000,102,0,0.00,115.342739,35.525180,478.42,-0.00257400
2000,102,1,91.36,115.342200,35.525847,448.52,-0.00319774
2000,102,2,182.72,115.342090,35.526638,493.37,-0.00261229
2000,102,3,274.08,115.342200,35.527336,762.48,-0.00140309
2000,104,0,0.00,115.345165,35.524641,941.88,-0.00396046
2000,104,1,50.84,115.345519,35.524996,747.53,-0.00417479
2000,104,2,101.68,115.345973,35.525180,852.18,-0.00438913
2000,105,0,0.00,115.347051,35.524641,463.47,0.00000000
2000,105,1,24.44,115.346782,35.524641,822.28,0.00000000
2000,105,2,48.89,115.346512,35.524641,642.87,0.00000000
2000,106,0,0.00,115.347051,35.524641,911.98,0.00379689
2000,106,1,84.82,115.347321,35.525327,642.87,0.00630005
2000,106,2,169.63,115.347032,35.526008,657.82,0.00701003
2000,106,3,254.45,115.346243,35.526258,1001.69,0.00521685
2000,108,0,0.00,115.346512,35.524641,463.47,0.00000000
2000,108,1,38.62,115.346243,35.524911,493.37,0.00000000
2000,108,2,77.24,115.345973,35.525180,657.82,0.00000000
2000,109,0,0.00,115.342200,35.527336,1196.04,-0.00186756
2000,109,1,92.64,115.343222,35.527336,1166.14,-0.00196515
2000,109,2,185.28,115.344087,35.527067,926.93,-0.00206273
2000,11,0,0.00,115.086180,35.400135,418.61,-0.00208777
2000,11,1,99.37,115.086248,35.401011,373.76,-0.00211974
2000,11,2,198.75,115.086732,35.401765,313.96,-0.00063028
2000,11,3,298.12,115.087217,35.402519,313.96,-0.00000000
2000,11,4,397.50,115.087528,35.403324,299.01,-0.00088024
2000,11,5,496.87,115.088186,35.404027,313.96,0.00002607
2000,11,6,596.25,115.088671,35.404781,313.96,0.00097059
2000,11,7,695.62,115.089145,35.405538,269.11,-0.00052970
2000,11,8,795.00,115.089431,35.406350,299.01,-0.00155094
2000,11,9,894.37,115.090223,35.406872,328.91,0.00050363
2000,11,10,993.75,115.090707,35.407627,313.96,0.00155094
2000,11,11,1093.12,115.091192,35.408381,269.11,0.00053594
2000,11,12,1192.50,115.091468,35.409196,254.16,-0.00053594
2000,11,13,1291.87,115.091953,35.409950,269.11,-0.00155094
2000,11,14,1391.25,115.092437,35.410704,269.11,-0.00205411
2000,11,15,1490.62,115.093229,35.411226,179.41,-0.00106651
2000,11,16,1590.00,115.094021,35.411748,119.60,-0.00087641
2000,11,17,1689.37,115.094818,35.412262,149.51,-0.00109530
2000,11,18,1788.74,115.095756,35.412532,149.51,-0.00055068
2000,11,19,1888.12,115.096594,35.412974,179.41,-0.00026102
2000,11,20,1987.49,115.097583,35.413155,224.26,0.00027544
2000,11,21,2086.87,115.098414,35.413610,179.41,-0.00033099
2000,11,22,2186.24,115.099365,35.413858,239.21,-0.00049137
2000,11,23,2285.62,115.100291,35.414149,269.11,0.00018663
2000,11,24,2384.99,115.101229,35.414418,269.11,0.00039692
2000,11,25,2484.37,115.102135,35.414742,284.06,-0.00020844
2000,11,26,2583.74,115.103026,35.415094,299.01,-0.00092824
2000,11,27,2683.12,115.104015,35.415275,284.06,-0.00014174
2000,11,28,2782.49,115.104981,35.415496,299.01,-0.00026360
2000,11,29,2881.87,115.105920,35.415766,299.01,0.00016355
2000,11,30,2981.24,115.106984,35.415818,328.91,0.00128629
2000,11,31,3080.62,115.107796,35.416305,313.96,-0.00088997
2000,11,32,3179.99,115.108765,35.416521,313.96,-0.00115527
2000,11,33,3279.37,115.109828,35.416574,328.91,0.00088997
2000,11,34,3378.74,115.110744,35.416883,328.91,0.00045915
2000,11,35,3478.11,115.111705,35.417113,328.91,-0.00018875
2000,11,36,3577.49,115.112643,35.417383,299.01,-0.00075691
2000,11,37,3676.86,115.113613,35.417596,313.96,-0.00052261
2000,11,38,3776.24,115.114675,35.417652,299.01,0.00000000
2000,11,39,3875.61,115.115613,35.417922,299.01,-0.00098661
2000,11,40,3974.99,115.116707,35.417922,239.21,-0.00061569
2000,11,41,4074.36,115.117801,35.417922,239.21,0.00169797
2000,11,42,4173.74,115.118857,35.417989,194.36,0.00219905
2000,11,43,4273.11,115.119678,35.418461,209.31,0.00000000
2000,11,44,4372.49,115.120616,35.418730,269.11,-0.00069339
2000,11,45,4471.86,115.121554,35.419000,269.11,0.00116056
2000,11,46,4571.24,115.122492,35.419269,269.11,0.00244984
2000,11,47,4670.61,115.123101,35.419808,388.71,0.00257857
2000,110,0,0.00,115.342200,35.527336,657.82,0.00196785
2000,110,1,72.88,115.341900,35.527906,612.97,0.00191220
2000,110,2,145.76,115.341392,35.528414,672.77,0.00185655
2000,111,0,0.00,115.345973,35.525180,672.77,-0.00314204
2000,111,1,64.16,115.345973,35.525759,523.27,-0.00323601
2000,111,2,128.32,115.346243,35.526258,897.03,-0.00332998
2000,113,0,0.00,115.346243,35.526258,493.37,-0.00000000
2000,113,1,68.52,115.345973,35.526797,463.47,-0.00000000
2000,113,2,137.04,115.345704,35.527336,702.67,-0.00000000
2000,115,0,0.00,115.344087,35.527067,508.32,-0.00277169
2000,115,1,80.42,115.344817,35.527336,568.12,-0.00263636
2000,115,2,160.83,115.345704,35.527336,388.71,-0.00250102
2000,116,0,0.00,115.344087,35.527067,702.67,-0.00867743
2000,116,1,34.26,115.344326,35.526828,702.67,-0.00879409
2000,116,2,68.52,115.344356,35.526528,478.42,-0.00891074
2000,117,0,0.00,115.341392,35.528414,807.33,0.00000000
2000,117,1,38.62,115.341661,35.528684,1151.19,0.00000000
2000,117,2,77.24,115.341931,35.528953,1121.29,0.00000000
2000,118,0,0.00,115.341392,35.528414,762.48,-0.00000000
2000,118,1,93.30,115.340642,35.528895,583.07,-0.00061424
2000,118,2,186.60,115.339892,35.529375,403.66,-0.00221964
2000,118,3,279.90,115.339241,35.530026,388.71,-0.00271942
2000,118,4,373.20,115.338966,35.530787,328.91,-0.00112830
2000,118,5,466.50,115.338697,35.531550,269.11,0.00077544
2000,118,6,559.80,115.338427,35.532312,299.01,0.00156001
2000,118,7,653.10,115.337888,35.532996,239.21,0.00154057
2000,12,0,0.00,115.086180,35.400135,1001.69,0.00123884
2000,12,1,89.53,115.086805,35.399511,1076.44,0.00128979
2000,12,2,179.06,115.087528,35.399057,343.86,0.00134073
2000,120,0,0.00,115.345704,35.527336,1061.49,-0.00000000
2000,120,1,19.31,115.345838,35.527471,1016.64,-0.00000000
2000,120,2,38.62,115.345973,35.527606,553.17,-0.00000000
2000,121,0,0.00,115.341931,35.528953,1121.29,0.00000000
2000,121,1,87.21,115.342539,35.529562,1210.99,0.00064442
2000,121,2,174.41,115.343148,35.530170,388.71,0.00132453
2000,121,3,261.62,115.343548,35.530840,373.76,0.00136020
2000,122,0,0.00,115.341931,35.528953,612.97,-0.00258723
2000,122,1,72.67,115.341661,35.529530,612.97,-0.00251152
2000,122,2,145.35,115.341661,35.530185,642.87,-0.00121790
2000,122,3,218.02,115.341661,35.530840,373.76,0.00000000
2000,123,0,0.00,115.337888,35.532996,1345.55,0.00000000
2000,123,1,61.10,115.337215,35.532996,1046.54,0.00000000
2000,123,2,122.21,115.336541,35.532996,822.28,0.00000000
2000,124,0,0.00,115.337888,35.532996,313.96,0.00170396
2000,124,1,86.59,115.337888,35.533776,239.21,0.00175628
2000,124,2,173.17,115.337619,35.534478,269.11,0.00000000
2000,124,3,259.76,115.337349,35.535180,254.16,-0.00175628
2000,124,4,346.34,115.337349,35.535960,269.11,-0.00170396
2000,125,0,0.00,115.343548,35.530840,986.73,0.00000000
2000,125,1,12.22,115.343682,35.530840,986.73,0.00000000
2000,125,2,24.44,115.343817,35.530840,926.93,0.00000000
2000,126,0,0.00,115.343548,35.530840,612.97,-0.00015034
2000,126,1,89.54,115.343132,35.531526,388.71,-0.00066210
2000,126,2,179.08,115.342739,35.532218,299.01,-0.00117378
2000,126,3,268.62,115.342508,35.532958,313.96,0.00066210
2000,126,4,358.16,115.342300,35.533704,313.96,0.00379204
2000,126,5,447.70,115.341675,35.534329,388.71,0.00397037
2000,126,6,537.24,115.340853,35.534613,508.32,0.00285455
2000,127,0,0.00,115.337349,35.535960,1794.06,-0.00214531
2000,127,1,90.92,115.338196,35.536230,1794.06,-0.00107266
2000,127,2,181.84,115.339198,35.536230,598.02,0.00107266
2000,127,3,272.76,115.340044,35.536499,642.87,0.00214531
2000,128,0,0.00,115.337349,35.535960,269.11,-0.00165492
2000,128,1,90.41,115.337080,35.536697,254.16,-0.00051862
2000,128,2,180.82,115.337080,35.537511,254.16,0.00082746
2000,128,3,271.23,115.336709,35.538218,269.11,-0.00061081
2000,128,4,361.65,115.336541,35.538984,269.11,-0.00145105
2000,128,5,452.06,115.336541,35.539799,313.96,0.00030196
2000,128,6,542.47,115.336485,35.540598,463.47,0.00110418
2000,128,7,632.88,115.336271,35.541350,433.57,0.00096118
2000,129,0,0.00,115.340853,35.534613,254.16,0.00228138
2000,129,1,78.49,115.340722,35.535282,269.11,0.00171652
2000,129,2,156.97,115.340314,35.535870,254.16,0.00000000
2000,129,3,235.46,115.340044,35.536499,269.11,-0.00115167
