year,link_id,sample_idx,s_m,lon,lat,B_m,C_1m
2003,0,0,0.00,115.698472,35.797101,478.42,0.00489187
2003,0,1,65.70,115.697914,35.796812,612.97,0.00480435
2003,0,2,131.40,115.697664,35.796292,612.97,0.00471682
2003,1,0,0.00,115.697664,35.796292,971.78,0.00000000
2003,1,1,36.54,115.698068,35.796292,687.72,0.00000000
2003,1,2,73.08,115.698472,35.796292,687.72,0.00000000
2003,100,0,0.00,115.700089,35.762336,941.88,0.00000000
2003,100,1,87.77,115.700493,35.761662,328.91,0.00000000
2003,100,2,175.53,115.700898,35.760988,,0.00000000
2003,101,0,0.00,115.647807,35.752364,553.17,-0.00068202
2003,101,1,91.45,115.647538,35.751618,508.32,-0.00218154
2003,101,2,182.90,115.647156,35.750905,463.47,-0.00402305
2003,101,3,274.35,115.646394,35.750478,269.11,-0.00598917
2003,101,4,365.80,115.645540,35.750208,598.02,-0.00680845
2003,101,5,457.25,115.644843,35.750747,882.08,-0.00600361
2003,102,0,0.00,115.647807,35.752364,508.32,0.00222758
2003,102,1,85.77,115.647109,35.752475,463.47,0.00254844
2003,102,2,171.54,115.646225,35.752364,433.57,0.00432374
2003,102,3,257.30,115.645414,35.752128,269.11,0.00582435
2003,102,4,343.07,115.645024,35.751468,328.91,0.00365338
2003,102,5,428.84,115.644843,35.750747,612.97,0.00143623
2003,103,0,0.00,115.718954,35.845879,1465.15,-0.00320616
2003,103,1,84.69,115.719546,35.846471,1196.04,-0.00558690
2003,103,2,169.38,115.720357,35.846688,747.53,-0.00980183
2003,103,3,254.08,115.721110,35.846396,388.71,-0.00943113
2003,103,4,338.77,115.721110,35.845633,418.61,-0.00493743
2003,103,5,423.46,115.720954,35.844914,852.18,-0.00212669
2003,103,6,508.15,115.720571,35.844262,1091.39,-0.00160476
2003,104,0,0.00,115.718954,35.845879,373.76,0.00298178
2003,104,1,87.58,115.719223,35.845168,373.76,0.00331964
2003,104,2,175.16,115.719859,35.844704,343.86,0.00204783
2003,104,3,262.74,115.720571,35.844262,538.22,0.00043816
2003,105,0,0.00,115.644573,35.750478,418.61,-0.00000000
2003,105,1,19.29,115.644708,35.750613,418.61,-0.00000000
2003,105,2,38.58,115.644843,35.750747,448.52,-0.00000000
2003,107,0,0.00,115.644573,35.750478,747.53,-0.00082389
2003,107,1,83.68,115.644573,35.749724,702.67,-0.00314968
2003,107,2,167.36,115.644448,35.749006,343.86,-0.00515474
2003,107,3,251.04,115.643765,35.748591,313.96,-0.00483401
2003,108,0,0.00,115.644573,35.750478,568.12,0.01341586
2003,108,1,57.87,115.644169,35.750613,448.52,0.01101704
2003,108,2,115.73,115.643765,35.750208,463.47,0.00861822
2003,11,0,0.00,115.696855,35.789016,1255.84,0.00187897
2003,11,1,92.37,115.695833,35.789016,1794.06,0.00197759
2003,11,2,184.75,115.694969,35.788746,1749.21,0.00207622
2003,110,0,0.00,115.720571,35.844262,508.32,-0.00000000
2003,110,1,92.34,115.721216,35.843617,523.27,-0.00000000
2003,110,2,184.67,115.721861,35.842971,538.22,-0.00057237
2003,110,3,277.01,115.722507,35.842326,553.17,-0.00057237
2003,110,4,369.34,115.722943,35.841620,538.22,0.00057237
2003,110,5,461.68,115.723588,35.840975,612.97,0.00057237
2003,110,6,554.01,115.724234,35.840330,568.12,-0.00057237
2003,110,7,646.35,115.724879,35.839684,598.02,-0.00057237
2003,110,8,738.68,115.725315,35.838978,538.22,0.00057237
2003,110,9,831.02,115.725961,35.838333,538.22,0.00114474
2003,111,0,0.00,115.643765,35.748591,433.57,0.00000000
2003,111,1,36.56,115.643360,35.748591,403.66,0.00000000
2003,111,2,73.13,115.642956,35.748591,373.76,0.00000000
2003,112,0,0.00,115.643765,35.748591,478.42,0.00000000
2003,112,1,89.70,115.643765,35.749400,687.72,0.00000000
2003,112,2,179.41,115.643765,35.750208,747.53,0.00000000
2003,113,0,0.00,115.643765,35.748591,284.06,-0.00469925
2003,113,1,81.53,115.643404,35.747961,313.96,-0.00485708
2003,113,2,163.05,115.642636,35.747732,284.06,-0.00470520
2003,113,3,244.58,115.641862,35.747514,568.12,-0.00602562
2003,113,4,326.10,115.641100,35.747752,1360.50,-0.00534089
2003,113,5,407.63,115.640531,35.748322,1794.06,-0.00302602
2003,115,0,0.00,115.643765,35.750208,493.37,0.00424160
2003,115,1,90.34,115.642935,35.750457,373.76,0.00490217
2003,115,2,180.69,115.642106,35.750166,299.01,0.00473583
2003,115,3,271.03,115.641375,35.749705,284.06,0.00318424
2003,115,4,361.38,115.640953,35.749014,328.91,0.00122978
2003,115,5,451.72,115.640531,35.748322,448.52,-0.00000000
2003,116,0,0.00,115.725961,35.838333,717.63,-0.00000000
2003,116,1,94.98,115.726854,35.838064,702.67,-0.00060875
2003,116,2,189.95,115.727748,35.837794,627.92,-0.00173036
2003,116,3,284.93,115.728548,35.837363,568.12,-0.00306043
2003,116,4,379.91,115.729194,35.836836,284.06,-0.00588954
2003,116,5,474.89,115.729464,35.836058,418.61,-0.00443645
2003,116,6,569.86,115.728817,35.835530,508.32,0.00227478
2003,116,7,664.84,115.728949,35.834806,523.27,0.00301765
2003,116,8,759.82,115.729194,35.834021,553.17,0.00051426
2003,117,0,0.00,115.725961,35.838333,657.82,0.00135687
2003,117,1,96.64,115.725961,35.837462,627.92,0.00090145
2003,117,2,193.28,115.726230,35.836669,598.02,0.00071847
2003,117,3,289.92,115.726315,35.835823,284.06,0.00218952
2003,117,4,386.56,115.726769,35.835083,254.16,0.00377249
2003,117,5,483.20,115.727370,35.834560,627.92,0.00323554
2003,117,6,579.84,115.728282,35.834291,687.72,0.00115711
2003,117,7,676.48,115.729194,35.834021,627.92,0.00000000
2003,118,0,0.00,115.640531,35.748322,448.52,0.00000000
2003,118,1,97.40,115.639751,35.747812,418.61,-0.00059090
2003,118,2,194.81,115.638972,35.747302,478.42,-0.00053341
2003,118,3,292.21,115.638093,35.746962,418.61,0.00074300
2003,118,4,389.61,115.637323,35.746436,448.52,0.00072746
2003,118,5,487.02,115.636560,35.745897,433.57,0.00004195
2003,118,6,584.42,115.635797,35.745358,433.57,0.00012718
2003,118,7,681.82,115.635034,35.744819,418.61,0.00057736
2003,118,8,779.23,115.634294,35.744241,418.61,-0.00025613
2003,118,9,876.63,115.633613,35.743561,433.57,-0.00119299
2003,118,10,974.03,115.632746,35.743202,448.52,0.00012895
2003,118,11,1071.44,115.631983,35.742663,433.57,0.00061562
2003,118,12,1168.84,115.631220,35.742124,433.57,-0.00045822
2003,118,13,1266.24,115.630458,35.741585,478.42,0.00002216
2003,118,14,1363.65,115.629616,35.741180,433.57,0.00082459
2003,118,15,1461.05,115.628936,35.740500,433.57,-0.00021621
2003,118,16,1558.45,115.628156,35.739990,478.42,-0.00029279
2003,118,17,1655.86,115.627377,35.739480,433.57,0.00036239
2003,118,18,1753.26,115.626644,35.738890,418.61,-0.00054206
2003,118,19,1850.66,115.625881,35.738351,448.52,-0.00015600
2003,118,20,1948.07,115.625038,35.737949,433.57,0.00083484
2003,118,21,2045.47,115.624357,35.737269,433.57,-0.00020639
2003,118,22,2142.87,115.623578,35.736759,418.61,-0.00056043
2003,118,23,2240.28,115.622798,35.736249,418.61,0.00056043
2003,118,24,2337.68,115.622019,35.735739,448.52,0.00046560
2003,118,25,2435.08,115.621338,35.735058,418.61,-0.00150689
2003,118,26,2532.49,115.620541,35.734578,418.61,-0.00216626
2003,118,27,2629.89,115.619621,35.734308,463.47,-0.00075420
2003,118,28,2727.29,115.618702,35.734039,313.96,-0.00000000
2003,12,0,0.00,115.696855,35.789016,1196.04,-0.00144914
2003,12,1,86.56,115.697655,35.788746,1001.69,-0.00289524
2003,12,2,173.12,115.698363,35.788317,777.43,-0.00418530
2003,12,3,259.67,115.698742,35.787647,702.67,-0.00125092
2003,12,4,346.23,115.698945,35.786926,717.63,0.00204939
2003,12,5,432.79,115.699550,35.786321,747.53,0.00257135
2003,120,0,0.00,115.729194,35.834021,508.32,-0.00097485
2003,120,1,99.95,115.729893,35.833323,478.42,-0.00048743
2003,120,2,199.89,115.730382,35.832564,478.42,0.00048743
2003,120,3,299.84,115.731081,35.831865,478.42,0.00097485
2003,121,0,0.00,115.618702,35.734039,313.96,-0.00204576
2003,121,1,98.87,115.618220,35.733288,418.61,-0.00152742
2003,121,2,197.74,115.617430,35.732767,388.71,-0.00050454
2003,121,3,296.62,115.616740,35.732077,388.71,-0.00066995
2003,121,4,395.49,115.615950,35.731556,358.81,-0.00054318
2003,121,5,494.36,115.615138,35.731074,373.76,0.00025203
2003,121,6,593.23,115.614370,35.730516,358.81,-0.00000000
2003,121,7,692.11,115.613580,35.729995,373.76,-0.00000635
2003,121,8,790.98,115.612791,35.729475,328.91,-0.00057267
2003,121,9,889.85,115.612022,35.728918,388.71,-0.00090430
2003,121,10,988.72,115.611112,35.728605,328.91,0.00000000
2003,121,11,1087.59,115.610307,35.728110,299.01,-0.00000000
2003,121,12,1186.47,115.609433,35.727734,343.86,0.00034499
2003,121,13,1285.34,115.608592,35.727301,313.96,0.00000000
2003,121,14,1384.21,115.607813,35.726762,299.01,-0.00055771
2003,121,15,1483.08,115.606878,35.726493,328.91,0.00071535
2003,121,16,1581.96,115.606099,35.725954,328.91,0.00007556
2003,121,17,1680.83,115.605286,35.725474,284.06,-0.00051366
2003,121,18,1779.70,115.604397,35.725124,269.11,0.00013715
2003,121,19,1878.57,115.603605,35.724606,269.11,-0.00113604
2003,121,20,1977.44,115.602718,35.724253,269.11,-0.00058908
2003,121,21,2076.32,115.601733,35.724067,179.41,-0.00000000
2003,121,22,2175.19,115.600940,35.723553,179.41,-0.00137822
2003,121,23,2274.06,115.599861,35.723528,179.41,-0.00090005
2003,121,24,2372.93,115.598926,35.723259,179.41,-0.00089649
2003,121,25,2471.80,115.597833,35.723259,179.41,-0.00081667
2003,121,26,2570.68,115.596740,35.723259,179.41,0.00081667
2003,121,27,2669.55,115.595647,35.723259,179.41,0.00000000
2003,121,28,2768.42,115.594711,35.722989,209.31,-0.00251329
2003,121,29,2867.29,115.593775,35.723259,179.41,-0.00171673
2003,121,30,2966.17,115.592836,35.723523,209.31,0.00001186
2003,121,31,3065.04,115.591904,35.723798,209.31,0.00035779
2003,121,32,3163.91,115.590959,35.724052,299.01,-0.00058996
2003,121,33,3262.78,115.589971,35.724232,328.91,-0.00165204
2003,121,34,3361.65,115.589181,35.724752,343.86,-0.00079961
2003,121,35,3460.53,115.588317,35.725145,328.91,-0.00028277
2003,121,36,3559.40,115.587538,35.725684,358.81,0.00042325
2003,121,37,3658.27,115.586712,35.726143,343.86,0.00101903
2003,121,38,3757.14,115.585823,35.726493,358.81,0.00075273
