year,link_id,sample_idx,s_m,lon,lat,B_m,C_1m
2001,0,0,0.00,115.210417,35.410645,403.66,0.00000000
2001,0,1,89.70,115.210417,35.409837,911.98,0.00000000
2001,0,2,179.40,115.210417,35.409028,777.43,0.00000000
2001,1,0,0.00,115.210417,35.409028,448.52,0.00882796
2001,1,1,43.80,115.210900,35.409028,373.76,0.00901638
2001,1,2,87.60,115.211226,35.409298,328.91,0.00920481
2001,10,0,0.00,115.157327,35.426276,328.91,-0.00239187
2001,10,1,86.30,115.156533,35.426006,269.11,-0.00227663
2001,10,2,172.60,115.155582,35.426006,269.11,-0.00108069
2001,10,3,258.90,115.154632,35.426006,269.11,0.00000000
2001,100,0,0.00,115.349477,35.517365,448.52,0.00283624
2001,100,1,78.83,115.348927,35.517915,598.02,0.00510393
2001,100,2,157.67,115.348207,35.518174,1106.34,0.00694492
2001,100,3,236.50,115.347431,35.518014,1151.19,0.00444979
2001,100,4,315.34,115.346782,35.517635,1495.05,0.00238136
2001,102,0,0.00,115.346782,35.517635,523.27,-0.00563095
2001,102,1,49.21,115.346512,35.518000,538.22,-0.00551873
2001,102,2,98.42,115.346512,35.518443,568.12,-0.00540651
2001,103,0,0.00,115.346512,35.518443,717.63,-0.00502614
2001,103,1,92.97,115.345666,35.518751,523.27,-0.00490387
2001,103,2,185.93,115.345434,35.519521,269.11,-0.00478160
2001,104,0,0.00,115.346512,35.518443,1001.69,0.00284021
2001,104,1,98.42,115.347199,35.519130,807.33,0.00319128
2001,104,2,196.84,115.347321,35.519981,299.01,0.00206159
2001,104,3,295.27,115.347321,35.520869,568.12,0.00058082
2001,105,0,0.00,115.345434,35.519521,612.97,0.00000000
2001,105,1,19.31,115.345569,35.519656,1061.49,0.00000000
2001,105,2,38.62,115.345704,35.519791,1091.39,0.00000000
2001,106,0,0.00,115.345434,35.519521,553.17,-0.00351520
2001,106,1,78.27,115.344591,35.519556,418.61,-0.00623259
2001,106,2,156.55,115.343946,35.519931,508.32,-0.00695740
2001,106,3,234.82,115.343817,35.520599,523.27,-0.00496483
2001,107,0,0.00,115.345704,35.519791,523.27,-0.00429373
2001,107,1,78.49,115.345434,35.520419,284.06,-0.00214687
2001,107,2,156.98,115.345704,35.521048,299.01,0.00214687
2001,107,3,235.46,115.345434,35.521677,299.01,0.00429373
2001,109,0,0.00,115.347321,35.520869,583.07,-0.00223625
2001,109,1,70.15,115.346732,35.521188,313.96,-0.00213812
2001,109,2,140.31,115.346243,35.521677,553.17,-0.00203999
2001,11,0,0.00,115.219311,35.414688,418.61,-0.00042873
2001,11,1,97.20,115.220069,35.415227,418.61,0.00024757
2001,11,2,194.40,115.220864,35.415702,433.57,0.00056417
2001,11,3,291.59,115.221542,35.416380,418.61,0.00010224
2001,11,4,388.79,115.222319,35.416887,433.57,0.00052362
2001,11,5,485.99,115.222997,35.417565,388.71,-0.00056417
2001,11,6,583.19,115.223674,35.418243,388.71,-0.00108779
2001,11,7,680.38,115.224550,35.418579,358.81,0.00108779
2001,11,8,777.58,115.225228,35.419257,343.86,0.00108779
2001,11,9,874.78,115.225906,35.419935,299.01,-0.00041208
2001,11,10,971.98,115.226584,35.420613,299.01,-0.00052362
2001,11,11,1069.17,115.227340,35.421156,269.11,-0.00139563
2001,11,12,1166.37,115.228038,35.421798,299.01,-0.00297373
2001,11,13,1263.57,115.229013,35.421964,328.91,-0.00337929
2001,110,0,0.00,115.347321,35.520869,1031.59,-0.00174647
2001,110,1,67.79,115.347794,35.521342,269.11,-0.00229599
2001,110,2,135.58,115.348347,35.521677,119.60,-0.00190536
2001,110,3,203.37,115.348938,35.521947,672.77,-0.00096520
