year,link_id,sample_idx,s_m,lon,lat,B_m,C_1m
2025,0,0,0.00,115.143852,35.421425,373.76,-0.00276457
2025,0,1,80.51,115.144583,35.421695,448.52,-0.00262979
2025,0,2,161.01,115.145469,35.421695,627.92,-0.00249501
2025,1,0,0.00,115.145469,35.421695,807.33,-0.00000000
2025,1,1,38.64,115.145739,35.421425,837.23,-0.00000000
2025,1,2,77.28,115.146008,35.421156,702.67,-0.00000000
2025,10,0,0.00,115.139271,35.424120,343.86,-0.00000000
2025,10,1,38.64,115.139001,35.423851,388.71,-0.00000000
2025,10,2,77.28,115.138732,35.423581,777.43,-0.00000000
2025,100,0,0.00,115.318485,35.487721,284.06,-0.00142151
2025,100,1,96.86,115.319259,35.488226,538.22,-0.00156204
2025,100,2,193.72,115.320151,35.488529,508.32,-0.00100588
2025,100,3,290.59,115.321062,35.488799,463.47,-0.00012155
2025,100,4,387.45,115.321979,35.489059,418.61,0.00006612
2025,100,5,484.31,115.322885,35.489338,418.61,-0.00054912
2025,100,6,581.17,115.323796,35.489607,418.61,-0.00097234
2025,100,7,678.03,115.324797,35.489721,358.81,-0.00019251
2025,100,8,774.89,115.325775,35.489877,299.01,0.00000000
2025,100,9,871.76,115.326742,35.490049,254.16,-0.00075576
2025,100,10,968.62,115.327754,35.490146,239.21,-0.00000000
2025,100,11,1065.48,115.328821,35.490146,239.21,0.00055814
2025,100,12,1162.34,115.329732,35.490416,269.11,-0.00085180
2025,100,13,1259.20,115.330800,35.490416,269.11,-0.00085180
2025,100,14,1356.07,115.331867,35.490416,358.81,0.00085180
2025,100,15,1452.93,115.332935,35.490416,418.61,0.00179106
2025,100,16,1549.79,115.333846,35.490685,373.76,0.00187851
2025,101,0,0.00,115.318215,35.487451,822.28,-0.00378759
2025,101,1,83.48,115.318215,35.486699,463.47,-0.00381889
2025,101,2,166.96,115.317676,35.486104,343.86,-0.00385020
2025,102,0,0.00,115.318215,35.487451,538.22,0.00000000
2025,102,1,24.45,115.317946,35.487451,538.22,0.00000000
2025,102,2,48.91,115.317676,35.487451,284.06,0.00000000
