year,link_id,sample_idx,s_m,lon,lat,B_m,C_1m
2006,0,0,0.00,115.518180,35.719486,493.37,0.00178356
2006,0,1,74.27,115.518699,35.720005,612.97,0.00089178
2006,0,2,148.55,115.519009,35.720584,702.67,-0.00089178
2006,0,3,222.82,115.519528,35.721103,897.03,-0.00178356
2006,1,0,0.00,115.519528,35.721103,418.61,-0.00273087
2006,1,1,92.41,115.520173,35.720458,358.81,-0.00248338
2006,1,2,184.81,115.520336,35.719672,299.01,-0.00080276
2006,1,3,277.22,115.520606,35.718918,299.01,-0.00047393
2006,1,4,369.62,115.520875,35.718163,299.01,-0.00153349
2006,1,5,462.03,115.520875,35.717330,373.76,-0.00148876
2006,10,0,0.00,115.565072,35.736734,1435.25,0.00057355
2006,10,1,85.79,115.564533,35.736117,897.03,-0.00212595
2006,10,2,171.57,115.564083,35.735475,538.22,-0.00513277
2006,10,3,257.36,115.563186,35.735386,343.86,-0.00544010
2006,100,0,0.00,115.693082,35.800873,373.76,0.00297211
2006,100,1,91.62,115.693069,35.801695,343.86,0.00144556
2006,100,2,183.25,115.692543,35.802369,343.86,-0.00155855
2006,100,3,274.87,115.692543,35.803195,299.01,-0.00227457
2006,100,4,366.50,115.692543,35.804020,179.41,-0.00155855
2006,100,5,458.12,115.692813,35.804768,179.41,-0.00080202
2006,100,6,549.74,115.693082,35.805516,149.51,-0.00000000
2006,100,7,641.37,115.693352,35.806263,134.55,-0.00000000
2006,101,0,0.00,115.693082,35.800873,538.22,-0.00000000
2006,101,1,93.24,115.693833,35.800392,583.07,-0.00061391
2006,101,2,186.48,115.694584,35.799911,538.22,-0.00118233
2006,101,3,279.72,115.695235,35.799259,328.91,-0.00056841
2006,101,4,372.96,115.695777,35.798717,358.81,-0.00000000
2006,102,0,0.00,115.457813,35.662892,433.57,0.00120760
2006,102,1,97.70,115.456933,35.662551,328.91,0.00174831
2006,102,2,195.41,115.456152,35.662039,328.91,0.00147913
2006,102,3,293.11,115.455469,35.661357,299.01,-0.00055713
2006,102,4,390.82,115.454751,35.660736,269.11,-0.00068555
2006,102,5,488.52,115.453907,35.660333,209.31,0.00055713
2006,102,6,586.23,115.453225,35.659651,194.36,0.00035094
2006,102,7,683.93,115.452443,35.659139,194.36,-0.00123305
2006,102,8,781.64,115.451761,35.658457,269.11,-0.00357835
2006,102,9,879.34,115.450767,35.658311,269.11,-0.00162149
2006,102,10,977.05,115.449688,35.658311,164.46,0.00131937
2006,102,11,1074.75,115.448822,35.657944,373.76,-0.00064260
2006,102,12,1172.46,115.447843,35.657772,388.71,-0.00175950
2006,102,13,1270.16,115.446764,35.657772,418.61,-0.00104267
2006,103,0,0.00,115.457813,35.662892,1794.06,0.00362065
2006,103,1,96.86,115.458490,35.662216,1061.49,0.00600864
2006,103,2,193.72,115.459483,35.662084,373.76,0.00647084
2006,103,3,290.58,115.460239,35.662623,358.81,0.00454504
2006,104,0,0.00,115.460239,35.662623,403.66,0.00000000
2006,104,1,43.70,115.460643,35.662757,373.76,0.00000000
2006,104,2,87.40,115.461047,35.662892,373.76,0.00000000
2006,106,0,0.00,115.697933,35.792250,642.87,0.00000000
2006,106,1,29.90,115.697933,35.792519,642.87,0.00000000
2006,106,2,59.80,115.697933,35.792789,642.87,0.00000000
2006,107,0,0.00,115.697933,35.792250,777.43,0.00089580
2006,107,1,85.26,115.698529,35.791654,418.61,0.00068253
2006,107,2,170.52,115.699191,35.791172,478.42,-0.00000000
2006,107,3,255.78,115.699820,35.790633,478.42,-0.00046925
2006,108,0,0.00,115.695777,35.795214,777.43,0.00000000
2006,108,1,38.57,115.696047,35.794945,418.61,0.00000000
2006,108,2,77.14,115.696316,35.794675,418.61,0.00000000
2006,109,0,0.00,115.695777,35.795214,403.66,0.00000000
2006,109,1,53.52,115.696047,35.795618,373.76,0.00000000
2006,109,2,107.04,115.696316,35.796023,373.76,0.00000000
2006,11,0,0.00,115.502280,35.686877,717.63,0.00000000
2006,11,1,84.23,115.502280,35.686118,822.28,-0.00261968
2006,11,2,168.46,115.502280,35.685359,478.42,-0.01000298
2006,11,3,252.69,115.501627,35.684991,373.76,-0.01157048
2006,11,4,336.92,115.500982,35.685481,1076.44,-0.00458378
2006,11,5,421.15,115.500394,35.686069,1151.19,-0.00079319
2006,110,0,0.00,115.693352,35.806263,179.41,-0.00134760
2006,110,1,96.98,115.693352,35.807137,164.46,-0.00147219
2006,110,2,193.97,115.693621,35.807933,209.31,-0.00239928
2006,110,3,290.95,115.693922,35.808720,239.21,-0.00314162
2006,110,4,387.94,115.694699,35.809228,493.37,-0.00308147
2006,111,0,0.00,115.693352,35.806263,299.01,0.00463889
2006,111,1,87.28,115.694003,35.805724,702.67,0.00454445
2006,111,2,174.57,115.694969,35.805724,687.72,0.00445001
2006,112,0,0.00,115.446764,35.657772,598.02,-0.00173889
2006,112,1,96.86,115.446088,35.657095,328.91,-0.00409854
2006,112,2,193.73,115.445252,35.656694,478.42,-0.00549694
2006,112,3,290.59,115.444339,35.656963,269.11,-0.00453570
2006,113,0,0.00,115.446764,35.657772,702.67,-0.00000000
2006,113,1,72.46,115.446258,35.658278,732.58,0.00095352
2006,113,2,144.92,115.445752,35.658784,403.66,0.00199721
2006,113,3,217.38,115.445147,35.659119,612.97,0.00208738
2006,114,0,0.00,115.697933,35.792789,747.53,-0.00347692
2006,114,1,53.52,115.697559,35.793163,717.63,-0.00358342
2006,114,2,107.04,115.697394,35.793597,328.91,-0.00368992
2006,115,0,0.00,115.697933,35.792789,523.27,0.00280264
2006,115,1,89.88,115.698561,35.793417,418.61,0.00407378
2006,115,2,179.76,115.698712,35.794166,358.81,0.00365176
