year,link_id,sample_idx,s_m,lon,lat,B_m,C_1m
2020,0,0,0.00,115.701976,35.764222,44.85,0.00000000
2020,0,1,60.93,115.701302,35.764222,1450.20,0.00000000
2020,0,2,121.85,115.700628,35.764222,1510.00,0.00000000
2020,1,0,0.00,115.700628,35.764222,209.31,-0.00152121
2020,1,1,94.04,115.700359,35.764992,179.41,-0.00084389
2020,1,2,188.08,115.700359,35.765839,254.16,0.00000000
2020,1,3,282.12,115.700119,35.766617,269.11,0.00016711
2020,1,4,376.16,115.700089,35.767456,299.01,-0.00054915
2020,1,5,470.21,115.699820,35.768226,328.91,-0.00151938
2020,1,6,564.25,115.700028,35.769012,388.71,0.00039521
2020,1,7,658.29,115.700089,35.769842,373.76,0.00219616
2020,1,8,752.33,115.699820,35.770612,388.71,0.00015394
2020,1,9,846.37,115.699550,35.771381,418.61,-0.00076060
2020,1,10,940.41,115.699550,35.772229,388.71,-0.00000000
2020,1,11,1034.45,115.699281,35.772998,388.71,-0.00071778
2020,1,12,1128.49,115.699281,35.773846,448.52,-0.00071778
2020,1,13,1222.54,115.699281,35.774693,478.42,0.00063450
2020,1,14,1316.58,115.699281,35.775541,448.52,0.00071778
2020,1,15,1410.62,115.699041,35.776319,478.42,-0.00047805
2020,1,16,1504.66,115.699011,35.777158,493.37,-0.00112265
2020,10,0,0.00,115.562377,35.737273,433.57,-0.00225914
2020,10,1,88.72,115.561554,35.737003,358.81,-0.00369934
2020,10,2,177.44,115.560573,35.737003,104.65,-0.00581515
2020,10,3,266.16,115.559824,35.737401,358.81,-0.00472550
2020,10,4,354.88,115.559413,35.738081,523.27,-0.00296021
2020,100,0,0.00,115.413347,35.649687,986.73,-0.00000000
2020,100,1,98.19,115.414032,35.649001,1061.49,0.00051196
2020,100,2,196.39,115.414718,35.648316,986.73,0.00106332
2020,100,3,294.58,115.415503,35.647801,747.53,0.00110272
2020,102,0,0.00,115.417389,35.650765,747.53,-0.00000000
2020,102,1,19.30,115.417524,35.650630,732.58,-0.00000000
2020,102,2,38.60,115.417659,35.650495,687.72,-0.00000000
2020,103,0,0.00,115.849928,35.853155,358.81,0.00455681
2020,103,1,97.06,115.851003,35.853155,313.96,0.00369249
2020,103,2,194.12,115.851682,35.853832,373.76,0.00120624
2020,103,3,291.18,115.852522,35.854233,373.76,0.00014986
2020,103,4,388.24,115.853238,35.854848,388.71,0.00000000
2020,103,5,485.30,115.854016,35.855356,403.66,-0.00035770
2020,103,6,582.36,115.854793,35.855865,358.81,0.00056411
2020,103,7,679.43,115.855571,35.856373,403.66,-0.00000000
2020,103,8,776.49,115.856250,35.857051,448.52,-0.00115895
2020,103,9,873.55,115.857127,35.857390,433.57,-0.00045369
2020,103,10,970.61,115.857904,35.857898,448.52,0.00059485
2020,103,11,1067.67,115.858758,35.858276,448.52,0.00066154
2020,103,12,1164.73,115.859460,35.858914,433.57,0.00000000
2020,103,13,1261.79,115.860278,35.859354,448.52,0.00002505
2020,103,14,1358.85,115.861016,35.859931,463.47,0.00056411
2020,103,15,1455.91,115.861793,35.860439,433.57,0.00033121
2020,103,16,1552.97,115.862472,35.861118,448.52,0.00000000
2020,103,17,1650.03,115.863249,35.861626,403.66,-0.00000000
2020,103,18,1747.09,115.863928,35.862304,433.57,-0.00000000
2020,103,19,1844.15,115.864706,35.862813,463.47,0.00052343
2020,103,20,1941.22,115.865384,35.863491,433.57,0.00052343
2020,103,21,2038.28,115.866062,35.864169,403.66,-0.00000000
