s_m,lon,lat,B_m,C_1m
0.000000,115.058961,35.381001,328.910000,-0.002893
86.980000,115.059919,35.381001,358.810000,-0.003383
173.960000,115.060668,35.381360,418.610000,-0.000393
260.940000,115.061374,35.381796,448.520000,0.004009
347.930000,115.062323,35.381809,418.610000,0.002903
434.910000,115.063179,35.381634,403.660000,0.000102
521.890000,115.064082,35.381540,448.520000,-0.000668
521.890000,115.064082,35.381540,717.630000,0.001425
613.970000,115.064724,35.382182,478.420000,0.003221
706.050000,115.065485,35.382618,254.160000,0.004091
798.120000,115.066499,35.382618,119.600000,0.001861
890.200000,115.067512,35.382618,433.570000,0.000945
982.280000,115.068477,35.382534,418.610000,0.003499
1074.350000,115.069383,35.382348,119.600000,0.004871
1166.430000,115.069741,35.381670,508.320000,0.001300
1258.510000,115.070283,35.380999,762.480000,-0.000435
1350.580000,115.070925,35.380356,1360.500000,0.000912
1442.660000,115.071358,35.379653,1136.240000,0.001218
1442.660000,115.071358,35.379653,717.630000,0.000000
1510.510000,115.071930,35.379956,553.170000,-0.001200
1578.370000,115.072502,35.380258,493.370000,-0.002294
1646.220000,115.072975,35.380731,433.570000,-0.002187
1646.220000,115.072975,35.380731,538.220000,-0.001455
1745.750000,115.073867,35.381084,388.710000,-0.002721
1845.280000,115.074592,35.381627,358.810000,-0.003368
1944.810000,115.074937,35.382423,388.710000,-0.000475
2044.340000,115.075214,35.383239,403.660000,0.001911
2143.870000,115.075908,35.383933,493.370000,0.002048
2243.400000,115.076602,35.384627,448.520000,0.001036
2342.930000,115.077493,35.384980,388.710000,-0.001623
2442.460000,115.078187,35.385674,373.760000,-0.002701
2541.990000,115.078635,35.386440,373.760000,-0.001537
2641.520000,115.078904,35.387259,403.660000,0.000237
2741.050000,115.079174,35.388077,433.570000,0.001380
2840.580000,115.079713,35.388816,493.370000,0.001369
2840.580000,115.079713,35.388816,478.420000,-0.002325
2921.090000,115.080274,35.389378,463.470000,-0.002384
3001.590000,115.080521,35.390031,508.320000,-0.002109
3082.100000,115.080771,35.390683,448.520000,-0.002802
3162.600000,115.080791,35.391403,553.170000,-0.003032
3243.110000,115.080521,35.392050,612.970000,-0.002236
3243.110000,115.081060,35.392859,583.070000,-0.002540
3328.790000,115.081658,35.393456,583.070000,-0.001472
3414.470000,115.081868,35.394167,568.120000,-0.000936
3500.150000,115.082407,35.394781,598.020000,-0.002532
3585.830000,115.082407,35.395554,642.870000,-0.003596
3585.830000,115.082407,35.395554,627.920000,-0.000798
3681.250000,115.082963,35.396109,612.970000,-0.001103
3776.670000,115.083485,35.396817,627.920000,-0.000886
3872.080000,115.083877,35.397562,627.920000,0.000566
3967.500000,115.084334,35.398288,657.820000,0.000521
4062.910000,115.084999,35.398954,627.920000,-0.001148
4158.330000,115.085372,35.399705,627.920000,-0.000686
4253.750000,115.085705,35.400468,642.870000,0.000859
4349.160000,115.086161,35.401194,657.820000,0.000844
4444.580000,115.086719,35.401891,657.820000,-0.000558
4540.000000,115.087258,35.402593,657.820000,-0.000428
4635.410000,115.087532,35.403373,687.720000,0.000847
4730.830000,115.088198,35.404039,687.720000,-0.000070
4826.240000,115.088655,35.404765,642.870000,-0.000995
4921.660000,115.089111,35.405491,642.870000,-0.000582
5017.080000,115.089414,35.406263,657.820000,0.000849
5112.490000,115.089817,35.407005,657.820000,0.001685
5207.910000,115.090482,35.407671,672.770000,0.002432
5303.320000,115.091148,35.408336,642.870000,0.003629
5398.740000,115.092109,35.408489,717.630000,0.003760
5398.740000,115.093187,35.409298,672.770000,0.001347
5487.530000,115.093389,35.410039,418.610000,0.002004
5576.320000,115.093800,35.410719,343.860000,0.003264
5665.100000,115.094419,35.411338,269.110000,0.004112
5753.890000,115.095236,35.411616,269.110000,0.002871
5842.680000,115.096152,35.411723,328.910000,0.001386
5842.680000,115.096152,35.411723,313.960000,0.003277
5940.880000,115.096628,35.412469,313.960000,0.003285
6039.090000,115.097517,35.412801,239.210000,0.002166
6137.290000,115.098393,35.413156,269.110000,-0.000000
6235.490000,115.099368,35.413340,313.960000,-0.000946
6333.700000,115.100158,35.413843,328.910000,-0.000553
6431.900000,115.101062,35.414149,299.010000,0.000293
6530.110000,115.101832,35.414688,358.810000,0.001072
6628.310000,115.102805,35.414874,343.860000,-0.000465
6726.510000,115.103682,35.415227,358.810000,-0.000946
6824.720000,115.104472,35.415731,403.660000,0.000997
6922.920000,115.105377,35.416035,373.760000,0.000946
7021.120000,115.106302,35.416305,388.710000,-0.000198
7119.330000,115.107228,35.416574,373.760000,-0.000579
7217.530000,115.108100,35.416935,418.610000,0.000397
7315.730000,115.108983,35.417278,433.570000,0.000658
7413.940000,115.109964,35.417451,433.570000,0.000157
7512.140000,115.110847,35.417794,448.520000,0.000410
7610.350000,115.111854,35.417922,448.520000,-0.000236
7708.550000,115.112779,35.418191,448.520000,-0.000489
7806.750000,115.113705,35.418461,448.520000,-0.000000
7904.960000,115.114630,35.418730,448.520000,0.000000
8003.160000,115.115555,35.419000,493.370000,0.000000
8003.160000,115.115555,35.419000,777.430000,0.002175
8102.000000,115.115828,35.419811,448.520000,0.002211
8200.840000,115.116517,35.420500,583.070000,0.002453
8299.690000,115.117226,35.421156,209.310000,0.003904
8398.530000,115.118158,35.421425,74.750000,0.005701
8497.370000,115.119178,35.421306,373.760000,0.004951
8596.210000,115.119867,35.420617,1270.790000,0.003650
8596.210000,115.120406,35.420078,493.370000,0.001810
