s_m,lon,lat,B_m,C_1m
0.000000,115.058961,35.381809,,-0.001156
96.080000,115.059730,35.382309,149.510000,-0.000408
192.160000,115.060400,35.382979,224.260000,0.002438
288.250000,115.061199,35.383426,239.210000,0.003031
384.330000,115.062234,35.383465,224.260000,-0.000051
480.410000,115.063158,35.383696,239.210000,-0.000000
576.490000,115.064060,35.383965,269.110000,0.001681
672.580000,115.065117,35.383965,239.210000,0.000501
768.660000,115.066174,35.383965,299.010000,-0.000866
864.740000,115.067164,35.384083,299.010000,-0.000110
960.820000,115.068134,35.384235,328.910000,0.000866
1056.910000,115.069191,35.384235,299.010000,0.000475
1152.990000,115.070249,35.384235,299.010000,0.000000
1249.070000,115.071306,35.384235,269.110000,0.000000
1345.150000,115.072364,35.384235,299.010000,0.000866
1441.240000,115.073421,35.384235,358.810000,0.001821
1537.320000,115.074323,35.383965,433.570000,0.001910
1537.320000,115.074323,35.383965,343.860000,0.001835
1635.500000,115.075092,35.384504,299.010000,0.001864
1733.690000,115.076016,35.384774,388.710000,0.000858
1831.870000,115.076941,35.385043,418.610000,-0.000347
1930.060000,115.077851,35.385338,373.760000,-0.000769
2028.240000,115.078734,35.385681,358.810000,-0.000769
2126.430000,115.079560,35.386121,299.010000,-0.000089
2224.610000,115.080399,35.386539,269.110000,0.000599
2322.800000,115.081254,35.386930,239.210000,0.000598
2420.980000,115.082164,35.387225,209.310000,-0.001687
2519.170000,115.083046,35.387568,194.360000,-0.002415
2617.350000,115.083522,35.388314,179.410000,-0.000560
2715.540000,115.084306,35.388828,164.460000,-0.000746
2813.720000,115.084782,35.389573,194.360000,-0.000507
2911.910000,115.085372,35.390286,194.360000,0.000473
3010.090000,115.085943,35.391004,239.210000,-0.000000
3108.280000,115.086627,35.391689,254.160000,-0.000902
3206.460000,115.087103,35.392434,284.060000,-0.001216
3304.650000,115.087528,35.393195,313.960000,-0.000830
3402.830000,115.087797,35.394001,313.960000,0.000304
3501.020000,115.088115,35.394793,343.860000,0.001166
3599.200000,115.088606,35.395535,373.760000,0.000702
3697.390000,115.089145,35.396262,373.760000,-0.000579
3795.570000,115.089684,35.396989,328.910000,-0.001246
3893.760000,115.089953,35.397795,343.860000,0.000005
3991.940000,115.090287,35.398583,388.710000,0.000372
4090.130000,115.090764,35.399328,388.710000,-0.000729
4188.310000,115.091031,35.400135,343.860000,-0.001106
4188.310000,115.091031,35.400135,343.860000,-0.000000
4285.000000,115.091301,35.400928,343.860000,-0.000100
4381.700000,115.091570,35.401720,388.710000,-0.000000
4478.390000,115.091803,35.402524,358.810000,-0.000526
4575.090000,115.092109,35.403306,358.810000,-0.000722
4671.780000,115.092109,35.404177,328.910000,0.000560
4768.470000,115.092379,35.404970,328.910000,-0.000000
4865.170000,115.092624,35.405770,254.160000,-0.001278
4961.860000,115.092648,35.406634,373.760000,0.000722
5058.560000,115.092648,35.407506,373.760000,0.002803
5155.250000,115.093187,35.408220,478.420000,0.002918
5155.250000,115.093187,35.408220,837.230000,-0.000617
5251.420000,115.092440,35.408759,1046.540000,-0.002617
5347.590000,115.091747,35.409390,553.170000,-0.003610
5443.750000,115.091840,35.410127,328.910000,-0.000375
5539.920000,115.091570,35.410915,388.710000,0.001854
5539.920000,115.092648,35.410645,538.220000,-0.000000
5612.480000,115.093154,35.410139,1151.190000,-0.000952
5685.050000,115.093660,35.409633,1181.090000,-0.001995
5757.610000,115.094265,35.409298,1360.500000,-0.002085
5757.610000,115.094265,35.409298,418.610000,-0.002392
5833.200000,115.094535,35.409900,269.110000,-0.001196
5908.800000,115.094535,35.410582,284.060000,0.001196
5984.390000,115.094804,35.411184,269.110000,0.002392
5984.390000,115.094804,35.411184,373.760000,-0.002105
6083.160000,115.095592,35.411702,299.010000,-0.001353
6181.930000,115.096072,35.412452,194.360000,0.001052
6280.700000,115.096802,35.413071,209.310000,0.003060
6379.470000,115.097647,35.413489,209.310000,0.002211
6478.240000,115.098665,35.413610,179.410000,-0.000734
6577.010000,115.099596,35.413879,194.360000,-0.000504
6675.770000,115.100406,35.414360,239.210000,0.001447
6774.540000,115.101459,35.414418,299.010000,-0.000360
6873.310000,115.102391,35.414688,284.060000,-0.001648
6972.080000,115.103262,35.415061,343.860000,-0.000215
7070.850000,115.104098,35.415496,358.810000,0.000935
7169.620000,115.105030,35.415766,388.710000,0.000575
7268.390000,115.105961,35.416035,388.710000,-0.000184
7367.160000,115.106893,35.416305,358.810000,0.000000
7465.930000,115.107793,35.416627,373.760000,-0.000357
7564.700000,115.108756,35.416844,388.710000,-0.000403
7663.470000,115.109566,35.417322,388.710000,0.000332
7762.240000,115.110551,35.417499,433.570000,0.000454
7861.000000,115.111394,35.417922,418.610000,0.001110
7959.770000,115.112423,35.418023,403.660000,0.000296
8058.540000,115.113413,35.418191,418.610000,-0.000303
8157.310000,115.114345,35.418461,448.520000,0.000555
8256.080000,115.115379,35.418553,463.470000,0.000029
8354.850000,115.116364,35.418730,478.420000,-0.000548
8354.850000,115.116903,35.420078,433.570000,-0.000242
8444.500000,115.117734,35.420347,59.800000,-0.000000
8534.150000,115.118549,35.420645,313.960000,0.000242
8623.810000,115.119396,35.420886,328.910000,0.001104
8713.460000,115.120228,35.421156,508.320000,0.001982
8803.110000,115.121215,35.421156,508.320000,0.001998
8803.110000,115.120945,35.422234,747.530000,0.001905
8875.670000,115.121451,35.422740,687.720000,0.003885
8948.220000,115.122056,35.423075,553.170000,0.005692
9020.780000,115.122562,35.423042,687.720000,0.005519
9020.780000,115.122562,35.423042,702.670000,0.001917
9116.570000,115.123305,35.423581,612.970000,0.001953
9212.370000,115.124204,35.423851,553.170000,0.001956
9308.160000,115.125103,35.424120,403.660000,0.000961
9403.950000,115.126157,35.424120,373.760000,-0.000000
9499.740000,115.127056,35.424389,553.170000,0.000605
9595.530000,115.128111,35.424389,403.660000,0.000000
9691.330000,115.129116,35.424476,418.610000,-0.000315
9787.120000,115.130065,35.424659,403.660000,0.001743
9882.910000,115.131120,35.424659,403.660000,0.001453
9978.700000,115.132018,35.424389,523.270000,-0.000871
10074.490000,115.133073,35.424389,403.660000,-0.000871
10170.290000,115.134128,35.424389,403.660000,0.000000
10266.080000,115.135183,35.424389,373.760000,0.000000
10361.870000,115.135926,35.424389,403.660000,0.000000
10457.660000,115.136981,35.424389,373.760000,0.000727
10553.450000,115.138035,35.424389,343.860000,0.000871
10649.250000,115.138959,35.424163,373.760000,0.000292
10745.040000,115.139989,35.424120,373.760000,0.000961
10840.830000,115.140888,35.423851,403.660000,0.001629
10840.830000,115.140888,35.423851,269.110000,0.003095
10940.600000,115.140401,35.423094,657.820000,0.001548
11040.360000,115.139507,35.422739,612.970000,-0.002859
11140.130000,115.139020,35.421983,897.030000,-0.005256
11239.890000,115.139053,35.421104,1569.810000,-0.003551
11339.660000,115.139540,35.420347,1076.440000,-0.002308
11339.660000,115.139540,35.420347,388.710000,0.000000
11429.410000,115.140528,35.420347,388.710000,0.000000
11519.150000,115.141517,35.420347,418.610000,0.000000
11608.890000,115.142505,35.420347,418.610000,0.000000
11608.890000,115.142505,35.420347,627.920000,-0.003923
11704.460000,115.143245,35.419808,687.720000,-0.003803
11800.030000,115.144297,35.419808,358.810000,-0.000966
11895.590000,115.145350,35.419808,328.910000,0.001349
11991.160000,115.146246,35.419539,328.910000,0.000066
12086.720000,115.147220,35.419404,299.010000,0.000004
12182.290000,115.148183,35.419250,299.010000,0.000681
12277.850000,115.149091,35.419000,269.110000,-0.000477
12373.420000,115.150010,35.418770,284.060000,-0.001500
12468.980000,115.151039,35.418730,269.110000,-0.000876
12564.550000,115.152091,35.418730,239.210000,-0.000124
12660.110000,115.153144,35.418730,239.210000,0.000000
12755.680000,115.154196,35.418730,299.010000,0.000000
12851.240000,115.155248,35.418730,299.010000,0.000000
12946.810000,115.156300,35.418730,299.010000,0.000000
13042.370000,115.157353,35.418730,358.810000,0.000000
13137.940000,115.158405,35.418730,538.220000,0.000000
13137.940000,115.158405,35.418730,343.860000,-0.002373
13224.560000,115.159203,35.418461,358.810000,-0.002259
13311.190000,115.160157,35.418461,508.320000,-0.002144
13397.820000,115.161111,35.418461,538.220000,-0.002259
13484.450000,115.161908,35.418730,598.020000,-0.002373
13484.450000,115.161908,35.418730,448.520000,0.001617
13583.790000,115.163002,35.418730,478.420000,0.000809
13683.120000,115.163940,35.418461,448.520000,-0.000485
13782.450000,115.165034,35.418461,478.420000,0.000000
13881.780000,115.166063,35.418349,478.420000,0.000138
13981.120000,115.167065,35.418191,478.420000,-0.000809
14080.450000,115.168159,35.418191,478.420000,0.000203
14179.780000,115.169252,35.418191,508.320000,0.000809
14279.110000,115.170217,35.417968,493.370000,-0.000533
14378.450000,115.171284,35.417922,538.220000,-0.000809
14477.780000,115.172378,35.417922,538.220000,-0.000939
14577.110000,115.173471,35.417922,538.220000,0.000000
14676.440000,115.174409,35.418191,508.320000,0.001617
14775.780000,115.175347,35.417922,568.120000,0.000000
14875.110000,115.176441,35.417922,568.120000,-0.000789
14974.440000,115.177534,35.417922,538.220000,0.000809
15073.770000,115.178624,35.417915,598.020000,0.001656
15173.110000,115.179566,35.417652,627.920000,0.000891
15272.440000,115.180504,35.417383,627.920000,0.000047
15272.440000,115.181042,35.416844,1001.690000,0.000000
15359.010000,115.181438,35.416179,448.520000,-0.003237
15445.580000,115.181833,35.415514,284.060000,-0.006389
15532.150000,115.182776,35.415496,284.060000,-0.003219
15618.720000,115.183729,35.415496,313.960000,-0.000067
15705.290000,115.184682,35.415496,254.160000,-0.001074
15791.860000,115.185635,35.415496,284.060000,-0.002262
15878.430000,115.186432,35.415766,313.960000,-0.002376
15878.430000,115.186432,35.415766,269.110000,-0.004514
15975.470000,115.187345,35.415496,538.220000,-0.005474
16072.500000,115.188181,35.415897,403.660000,-0.004086
16169.540000,115.188858,35.416574,1076.440000,-0.001738
16169.540000,115.188858,35.416574,508.320000,0.002049
16265.580000,115.189915,35.416574,508.320000,0.001823
16361.620000,115.190790,35.416259,523.270000,-0.000313
16457.670000,115.191718,35.416035,508.320000,-0.001823
16553.710000,115.192776,35.416035,478.420000,-0.000712
16649.750000,115.193833,35.416035,418.610000,0.000712
16745.790000,115.194891,35.416035,508.320000,0.000867
16841.840000,115.195819,35.415812,523.270000,0.000313
16937.880000,115.196850,35.415766,538.220000,0.000956
17033.920000,115.197751,35.415496,568.120000,0.001596
17033.920000,115.197751,35.415496,1106.340000,0.000000
17127.600000,115.198405,35.416150,1210.990000,0.000237
17221.280000,115.199058,35.416803,1091.390000,0.002646
17314.960000,115.199754,35.417383,598.020000,0.005397
17408.640000,115.200785,35.417383,433.570000,0.002989
17502.320000,115.201661,35.417113,463.470000,0.000535
17596.000000,115.202692,35.417113,478.420000,0.003405
17689.680000,115.203411,35.416715,687.720000,0.004654
17783.360000,115.203955,35.416030,926.930000,0.003355
17877.040000,115.204219,35.415263,1644.560000,0.002282
17970.720000,115.204219,35.414418,1794.060000,0.001423
17970.720000,115.204219,35.414418,627.920000,-0.002666
18052.650000,115.204965,35.414149,627.920000,-0.001333
18134.580000,115.205867,35.414149,598.020000,0.000000
18216.510000,115.206613,35.413879,598.020000,-0.000000
18298.440000,115.207515,35.413879,627.920000,0.001333
18380.370000,115.208261,35.413610,657.820000,0.002666
18380.370000,115.208261,35.413610,822.280000,0.000000
18471.590000,115.208898,35.412974,882.080000,0.000000
18562.810000,115.209534,35.412337,882.080000,-0.000411
18654.030000,115.210170,35.411701,807.330000,-0.002911
18745.260000,115.210875,35.411184,523.270000,-0.005402
18836.480000,115.211880,35.411184,493.370000,-0.002123
18927.700000,115.212728,35.411454,463.470000,0.001051
19018.920000,115.213604,35.411232,463.470000,-0.003144
19110.140000,115.214438,35.411432,747.530000,-0.004936
19201.370000,115.215074,35.412068,986.730000,-0.001521
19292.590000,115.215710,35.412704,911.980000,-0.000000
19383.810000,115.216346,35.413340,822.280000,-0.000000
19383.810000,115.216346,35.413340,598.020000,0.001836
19481.740000,115.217269,35.413610,553.170000,0.000918
19579.660000,115.218347,35.413610,478.420000,-0.000484
19677.590000,115.219269,35.413879,448.520000,-0.000000
19775.520000,115.220264,35.414024,388.710000,0.000066
19873.440000,115.221269,35.414149,328.910000,-0.000918
19971.370000,115.222192,35.414418,313.960000,-0.000500
20069.300000,115.223114,35.414688,328.910000,0.000000
20167.220000,115.224036,35.414957,299.010000,-0.000227
20265.150000,115.224958,35.415227,299.010000,-0.002178
20363.070000,115.225843,35.415561,284.060000,-0.003586
20461.000000,115.226318,35.416305,343.860000,-0.003269
20461.000000,115.226318,35.416305,343.860000,-0.001341
20550.520000,115.227041,35.416758,373.760000,-0.001290
20640.040000,115.227665,35.417383,343.860000,-0.001239
20640.040000,115.227665,35.417383,358.810000,-0.002300
20739.650000,115.228656,35.417565,343.860000,-0.001792
20839.260000,115.229450,35.418089,343.860000,-0.000581
20938.870000,115.230332,35.418461,299.010000,-0.000601
21038.480000,115.231136,35.418967,254.160000,-0.000565
21138.090000,115.231901,35.419539,239.210000,0.000823
21237.700000,115.232723,35.420015,284.060000,0.000000
21337.310000,115.233615,35.420368,328.910000,-0.001263
21436.920000,115.234310,35.421063,313.960000,0.000484
21536.530000,115.235103,35.421587,343.860000,0.001101
21636.130000,115.235982,35.421964,313.960000,-0.000947
21735.740000,115.236789,35.422464,358.810000,-0.001101
21835.350000,115.237484,35.423159,358.810000,0.000747
21934.960000,115.238277,35.423683,358.810000,0.001682
22034.570000,115.239121,35.424120,358.810000,0.001433
22134.180000,115.240062,35.424389,388.710000,0.001144
22134.180000,115.240062,35.424389,418.610000,0.000208
22233.620000,115.240845,35.424928,418.610000,-0.000385
22333.060000,115.241647,35.425435,433.570000,-0.000538
22432.500000,115.242340,35.426129,418.610000,0.000489
22531.940000,115.243133,35.426652,448.520000,-0.000000
22631.380000,115.243925,35.427175,463.470000,-0.000538
22730.820000,115.244619,35.427868,493.370000,0.000538
22830.260000,115.245411,35.428391,508.320000,0.001105
22929.700000,115.246203,35.428914,493.370000,0.000000
23029.140000,115.247094,35.429266,493.370000,-0.000567
23128.580000,115.247788,35.429960,493.370000,-0.000000
23228.020000,115.248679,35.430312,493.370000,-0.000538
23327.460000,115.249373,35.431006,493.370000,0.000383
23426.900000,115.250165,35.431528,508.320000,0.000538
23526.340000,115.251025,35.431935,478.420000,-0.001265
23625.780000,115.251750,35.432574,508.320000,-0.000538
23725.220000,115.252444,35.433268,493.370000,0.000344
23824.660000,115.253236,35.433791,508.320000,-0.000500
23924.100000,115.253930,35.434484,463.470000,-0.000023
24023.540000,115.254623,35.435178,478.420000,0.000500
24122.980000,115.255411,35.435708,478.420000,-0.000456
24222.420000,115.256109,35.436394,463.470000,-0.000500
24321.860000,115.256803,35.437088,493.370000,0.001017
24421.300000,115.257496,35.437782,493.370000,0.002188
24520.740000,115.258387,35.438134,508.320000,0.002300
24520.740000,115.258387,35.438134,493.370000,0.002332
24616.200000,115.258636,35.438921,478.420000,0.002267
24711.670000,115.259302,35.439587,463.470000,0.001102
24807.130000,115.259968,35.440253,493.370000,0.000000
24902.600000,115.260634,35.440919,493.370000,-0.000537
24998.060000,115.261300,35.441585,463.470000,0.000313
25093.530000,115.261757,35.442312,448.520000,0.001665
25188.990000,115.262575,35.442715,463.470000,-0.000069
25284.460000,115.263287,35.443302,418.610000,-0.000586
25379.920000,115.263952,35.443968,403.660000,0.000298
25475.390000,115.264717,35.444463,418.610000,0.000586
25570.850000,115.265383,35.445129,418.610000,0.001203
25666.320000,115.266247,35.445454,433.570000,0.000000
25761.780000,115.267011,35.445949,493.370000,-0.001235
25761.780000,115.267011,35.445949,478.420000,0.001154
25856.270000,115.267462,35.446669,463.470000,0.001125
25950.750000,115.268121,35.447328,463.470000,0.000548
26045.240000,115.268780,35.447987,433.570000,0.000000
26139.720000,115.269439,35.448646,433.570000,0.000000
26234.200000,115.270098,35.449305,418.610000,0.000000
26328.690000,115.270757,35.449964,448.520000,-0.000000
26423.170000,115.271416,35.450624,463.470000,-0.000548
26517.650000,115.272075,35.451283,433.570000,-0.000548
26612.140000,115.272526,35.452003,463.470000,-0.000577
26706.620000,115.273185,35.452662,418.610000,-0.000811
26801.110000,115.273427,35.453443,418.610000,0.000107
26895.590000,115.273952,35.454034,418.610000,0.000357
26990.070000,115.274288,35.454753,448.520000,0.001394
27084.560000,115.274877,35.455432,538.220000,0.002156
27179.040000,115.275635,35.455920,568.120000,0.001556
27179.040000,115.275635,35.455920,508.320000,0.000438
27267.300000,115.275905,35.456637,538.220000,0.001342
27355.560000,115.276241,35.457334,553.170000,0.001346
27443.820000,115.276856,35.457950,568.120000,-0.000055
27532.090000,115.277264,35.458627,612.970000,-0.000000
27620.350000,115.277791,35.459268,583.070000,-0.000103
27708.610000,115.278286,35.459919,852.180000,0.000629
27796.870000,115.278693,35.460596,897.030000,0.002337
