s_m,lon,lat,B_m,C_1m
0.000000,115.058961,35.376419,448.520000,0.000000
89.250000,115.059944,35.376419,448.520000,0.000000
178.500000,115.060926,35.376419,448.520000,-0.001008
267.750000,115.061908,35.376419,538.220000,-0.002123
357.000000,115.062734,35.376689,627.920000,-0.002229
357.000000,115.062734,35.376689,598.020000,-0.001505
455.120000,115.063503,35.376150,508.320000,-0.001442
553.250000,115.064399,35.375833,508.320000,-0.000333
651.370000,115.065281,35.375490,508.320000,-0.000842
749.490000,115.066119,35.375072,478.420000,-0.003353
847.610000,115.067198,35.375072,508.320000,-0.002155
945.730000,115.068122,35.375341,418.610000,0.000829
1043.850000,115.069202,35.375341,358.810000,0.001659
1043.850000,115.069202,35.375341,598.020000,0.003623
1119.870000,115.069732,35.375872,269.110000,0.002804
1195.890000,115.070460,35.376060,254.160000,-0.000000
1271.910000,115.071089,35.376419,209.310000,-0.001986
1271.910000,115.071089,35.376419,209.310000,-0.001416
1369.670000,115.071770,35.377101,149.510000,-0.001604
1467.440000,115.072167,35.377866,149.510000,-0.000690
1565.210000,115.072508,35.378648,224.260000,0.000554
1662.970000,115.072982,35.379390,269.110000,0.000887
1760.740000,115.073455,35.380133,313.960000,0.000493
1858.500000,115.074137,35.380815,313.960000,-0.001092
1956.270000,115.074592,35.381563,299.010000,-0.000446
2054.040000,115.074875,35.382361,313.960000,0.001092
2151.800000,115.075556,35.383043,358.810000,-0.000111
2249.570000,115.076030,35.383786,343.860000,-0.000538
2347.330000,115.076479,35.384536,403.660000,-0.000302
2445.100000,115.076976,35.385271,388.710000,0.000492
2542.870000,115.077287,35.386062,403.660000,0.000948
2640.630000,115.078021,35.386586,433.570000,-0.000492
2738.400000,115.078365,35.387367,403.660000,-0.000245
2836.160000,115.078968,35.388072,418.610000,-0.000537
2933.930000,115.079441,35.388814,418.610000,-0.000698
3031.700000,115.079713,35.389616,418.610000,0.000879
3129.460000,115.080252,35.390340,448.520000,-0.000005
3227.230000,115.080791,35.391063,448.520000,-0.000708
3324.990000,115.081060,35.391866,448.520000,0.000708
3422.760000,115.081599,35.392589,448.520000,0.001416
3422.760000,115.081599,35.392589,1345.550000,-0.001753
3518.290000,115.082650,35.392589,1016.640000,-0.002824
3613.820000,115.083546,35.392859,702.670000,-0.004389
3709.340000,115.084289,35.393392,373.760000,-0.005259
3804.870000,115.084563,35.394173,523.270000,-0.005377
3900.400000,115.084340,35.394969,747.530000,-0.003194
3995.920000,115.083674,35.395635,971.780000,-0.000070
4091.450000,115.083216,35.396362,642.870000,0.001129
4091.450000,115.082138,35.396901,598.020000,0.000158
4183.240000,115.082138,35.397728,493.370000,0.000758
4275.020000,115.082167,35.398547,523.270000,0.001834
4366.810000,115.082407,35.399304,284.060000,0.001102
4458.590000,115.082822,35.400010,403.660000,-0.000000
4550.370000,115.083045,35.400772,194.360000,0.001178
4642.160000,115.083476,35.401473,194.360000,0.003221
4733.940000,115.083996,35.402021,328.910000,0.003516
4825.730000,115.084851,35.402291,313.960000,0.000454
4917.510000,115.085705,35.402560,448.520000,0.000865
5009.300000,115.086421,35.403070,627.920000,0.004805
5101.080000,115.087258,35.402830,1794.060000,0.005948
5101.080000,115.088606,35.402291,373.760000,0.004106
5191.070000,115.089285,35.402830,627.920000,0.001376
5281.050000,115.090256,35.402863,343.860000,-0.003301
5371.040000,115.090762,35.403526,313.960000,-0.002881
5461.020000,115.091301,35.404180,269.110000,0.000011
5551.010000,115.091722,35.404868,224.260000,0.000868
5640.990000,115.092349,35.405495,239.210000,-0.000644
5730.980000,115.092977,35.406123,239.210000,-0.002556
5820.960000,115.093187,35.406872,239.210000,-0.002625
5820.960000,115.093187,35.406872,194.360000,-0.000000
5919.340000,115.093726,35.407602,179.410000,-0.000475
6017.730000,115.094265,35.408331,194.360000,-0.000094
6116.110000,115.094620,35.409114,164.460000,0.001707
6214.490000,115.095306,35.409800,104.650000,-0.000315
6312.880000,115.096091,35.410315,149.510000,-0.003708
6411.260000,115.096152,35.411184,179.410000,-0.004133
6411.260000,115.096960,35.412801,254.160000,0.001447
6508.560000,115.097738,35.413309,194.360000,0.000613
6605.870000,115.098635,35.413610,149.510000,-0.000000
6703.170000,115.099394,35.414149,194.360000,0.001074
6800.480000,115.100310,35.414418,209.310000,0.000217
6897.780000,115.101225,35.414688,224.260000,-0.000378
6995.090000,115.102020,35.415166,224.260000,0.000531
7092.390000,115.102995,35.415332,284.060000,-0.000106
7189.700000,115.103816,35.415766,269.110000,0.001147
7287.000000,115.104747,35.416007,284.060000,0.000609
7384.310000,115.105802,35.416035,328.910000,-0.000930
7481.610000,115.106598,35.416511,343.860000,0.000592
7578.920000,115.107633,35.416574,358.810000,0.000000
