s_m,lon,lat,B_m,C_1m
0.000000,115.070819,35.373725,,0.001341
89.540000,115.070096,35.374178,284.060000,0.001290
179.080000,115.069472,35.374802,971.780000,0.001239
179.080000,115.069472,35.374802,598.020000,0.002553
270.480000,115.069472,35.375626,254.160000,0.003202
361.870000,115.069912,35.376321,313.960000,0.002478
453.270000,115.070550,35.376958,299.010000,0.001105
453.270000,115.070819,35.377767,358.810000,-0.001610
544.440000,115.071358,35.378431,358.810000,-0.000464
635.620000,115.071628,35.379174,403.660000,0.000232
726.790000,115.072200,35.379687,403.660000,-0.002083
817.970000,115.072436,35.380439,358.810000,-0.001424
909.150000,115.072436,35.381261,373.760000,0.001860
1000.320000,115.072856,35.381960,358.810000,0.000730
1091.500000,115.073284,35.382657,328.910000,-0.000617
1182.680000,115.073514,35.383411,433.570000,0.003148
1273.850000,115.073930,35.384111,373.760000,0.005821
1365.030000,115.074862,35.384235,598.020000,0.005273
1365.030000,115.078096,35.384504,269.110000,-0.000000
1459.340000,115.078753,35.385162,388.710000,-0.000958
1553.650000,115.079411,35.385820,373.760000,-0.002068
1647.960000,115.079713,35.386581,343.860000,-0.000944
1742.270000,115.079982,35.387353,373.760000,0.000682
1836.580000,115.080341,35.388098,388.710000,0.000772
1930.890000,115.080791,35.388816,373.760000,0.000511
1930.890000,115.081868,35.389894,269.110000,0.002023
2024.170000,115.082138,35.390656,284.060000,0.001503
2117.450000,115.082752,35.391317,269.110000,-0.000441
2210.730000,115.083194,35.392029,254.160000,-0.001102
2304.010000,115.083485,35.392784,299.010000,0.000274
2397.300000,115.083870,35.393513,254.160000,0.000837
2490.580000,115.084312,35.394224,269.110000,-0.000105
2583.860000,115.084833,35.394912,224.260000,-0.001070
2677.140000,115.085102,35.395674,239.210000,-0.000063
2770.420000,115.085429,35.396420,269.110000,0.000454
2863.700000,115.085871,35.397131,254.160000,-0.000275
2956.980000,115.086180,35.397881,284.060000,0.000168
3050.260000,115.086547,35.398615,284.060000,0.000610
3143.540000,115.086989,35.399326,448.520000,0.000439
3143.540000,115.086989,35.399326,433.570000,-0.000184
3243.000000,115.087682,35.400020,269.110000,-0.001133
3342.460000,115.088336,35.400725,284.060000,-0.002979
3441.910000,115.088606,35.401543,433.570000,-0.004338
3541.370000,115.088491,35.402406,732.580000,-0.003827
3640.830000,115.087797,35.403099,1210.990000,-0.002855
3640.830000,115.087797,35.403099,388.710000,0.000000
3732.840000,115.088230,35.403802,388.710000,0.000000
3824.840000,115.088664,35.404505,373.760000,0.000000
3916.850000,115.089097,35.405207,373.760000,0.000610
4008.850000,115.089530,35.405910,403.660000,0.000284
4100.850000,115.090171,35.406552,388.710000,-0.000629
4192.860000,115.090492,35.407287,358.810000,0.000047
4284.860000,115.091031,35.407959,403.660000,0.000038
4376.870000,115.091471,35.408659,373.760000,0.000278
4468.870000,115.091904,35.409362,343.860000,0.001169
4560.880000,115.092546,35.410004,328.910000,0.000579
4652.880000,115.093187,35.410645,239.210000,0.000000
4652.880000,115.093187,35.410645,239.210000,0.001040
4750.400000,115.093867,35.411325,239.210000,0.001361
4847.920000,115.094646,35.411835,209.310000,0.001151
4945.440000,115.095473,35.412262,194.360000,0.000450
5042.960000,115.096303,35.412683,194.360000,0.000679
5140.480000,115.097152,35.413071,179.410000,0.001245
5238.000000,115.098070,35.413340,209.310000,0.000421
5335.530000,115.099035,35.413528,269.110000,-0.000574
5433.050000,115.099906,35.413879,269.110000,0.000000
5530.570000,115.100823,35.414149,299.010000,0.000289
5628.090000,115.101741,35.414418,313.960000,-0.000943
5725.610000,115.102659,35.414688,299.010000,-0.000582
5823.130000,115.103423,35.415222,373.760000,0.001057
5920.650000,115.104400,35.415390,358.810000,0.000695
6018.170000,115.105278,35.415729,373.760000,-0.000245
6115.690000,115.106254,35.415897,403.660000,-0.000607
6213.210000,115.107092,35.416305,388.710000,0.000131
6310.730000,115.108009,35.416574,388.710000,0.000986
6310.730000,115.109896,35.416574,328.910000,-0.000586
6388.660000,115.110754,35.416574,358.810000,-0.001334
