s_m,lon,lat,B_m,C_1m
0.000000,115.070280,35.374263,104.650000,-0.000000
90.180000,115.069651,35.374892,657.820000,-0.000000
180.360000,115.069023,35.375521,1121.290000,-0.000000
270.540000,115.068394,35.376150,1330.600000,-0.000000
270.540000,115.068394,35.376150,762.480000,0.001412
369.420000,115.069170,35.376689,508.320000,0.001840
468.290000,115.070069,35.377017,373.760000,-0.000000
567.170000,115.071035,35.377228,343.860000,-0.003162
666.040000,115.071744,35.377883,299.010000,-0.002124
764.920000,115.072225,35.378634,254.160000,-0.000474
863.790000,115.072915,35.379323,269.110000,-0.000526
962.670000,115.073245,35.380118,328.910000,0.000235
1061.540000,115.073877,35.380824,358.810000,-0.000542
1160.420000,115.074357,35.381575,343.860000,-0.000924
1259.290000,115.074630,35.382386,373.760000,0.000741
1358.170000,115.075111,35.383137,418.610000,0.000542
1457.040000,115.075670,35.383864,418.610000,-0.000401
1555.920000,115.076073,35.384638,478.420000,0.000000
1654.790000,115.076554,35.385388,493.370000,0.000202
1753.670000,115.077035,35.386139,478.420000,0.000481
1852.540000,115.077516,35.386889,538.220000,0.001026
1951.420000,115.078096,35.387469,553.170000,0.001089
1951.420000,115.078096,35.387469,568.120000,0.001234
2044.320000,115.078326,35.388239,553.170000,0.001232
2137.210000,115.078766,35.388947,568.120000,0.000022
2230.110000,115.079205,35.389656,598.020000,0.000544
2323.010000,115.079443,35.390424,568.120000,0.001115
2415.900000,115.080182,35.390903,553.170000,-0.000546
2508.800000,115.080413,35.391673,568.120000,0.000644
2601.690000,115.081060,35.392321,553.170000,0.001174
2694.590000,115.081599,35.392859,553.170000,0.000012
2694.590000,115.081599,35.392859,612.970000,0.002209
2790.890000,115.081645,35.393713,568.120000,0.001679
2887.190000,115.082108,35.394446,568.120000,0.000907
2983.490000,115.082363,35.395239,598.020000,0.000572
3079.790000,115.082946,35.395936,627.920000,-0.000091
3176.090000,115.083289,35.396704,598.020000,0.000213
3272.390000,115.083752,35.397437,598.020000,0.000885
3368.690000,115.084294,35.398146,642.870000,-0.000429
3464.990000,115.084886,35.398841,657.820000,-0.001024
3561.290000,115.085141,35.399635,612.970000,0.000771
3657.590000,115.085641,35.400356,627.920000,0.000875
3753.890000,115.086276,35.401039,642.870000,-0.000555
3850.190000,115.086719,35.401777,657.820000,-0.000354
3946.490000,115.087202,35.402504,612.970000,0.000555
4042.790000,115.087665,35.403236,598.020000,0.001030
4139.090000,115.088336,35.403908,553.170000,0.001055
4139.090000,115.088336,35.403908,612.970000,0.000069
4238.490000,115.088606,35.404725,553.170000,0.000697
4337.880000,115.088889,35.405538,538.220000,0.000629
4437.280000,115.089414,35.406280,523.270000,-0.000229
4536.680000,115.089684,35.407097,478.420000,0.000359
4636.070000,115.090134,35.407862,463.470000,0.001193
4735.470000,115.090619,35.408616,448.520000,0.001102
4834.860000,115.091319,35.409298,403.660000,0.000430
4934.260000,115.091895,35.409892,313.960000,0.000500
5033.660000,115.092589,35.410586,224.260000,0.001640
5133.050000,115.093381,35.411108,164.460000,0.001993
5232.450000,115.094271,35.411460,179.410000,0.001168
5331.840000,115.095213,35.411723,209.310000,0.000260
5431.240000,115.096152,35.411993,299.010000,-0.000042
5431.240000,115.096152,35.411993,269.110000,0.001898
5527.580000,115.096901,35.412532,299.010000,0.001002
5623.920000,115.097805,35.412801,239.210000,-0.000000
5720.270000,115.098563,35.413326,269.110000,0.000485
5816.610000,115.099459,35.413610,269.110000,0.000983
5912.950000,115.100302,35.413987,299.010000,-0.000000
6009.290000,115.101269,35.414149,313.960000,-0.000983
6105.640000,115.102041,35.414648,313.960000,-0.000622
6201.980000,115.102922,35.414957,299.010000,-0.000000
6298.320000,115.103681,35.415479,328.910000,0.001007
6394.660000,115.104576,35.415766,358.810000,0.000983
6491.010000,115.105481,35.416035,358.810000,0.000061
6587.350000,115.106386,35.416305,343.860000,-0.000000
6683.690000,115.107290,35.416574,358.810000,-0.000000
6780.030000,115.108195,35.416844,388.710000,-0.000000
6876.380000,115.109100,35.417113,388.710000,0.000000
6972.720000,115.110005,35.417383,388.710000,0.000000
7069.060000,115.110910,35.417652,388.710000,-0.000000
