s_m,lon,lat,B_m,C_1m
0.000000,115.058961,35.373994,418.610000,0.000000
95.840000,115.060016,35.373994,388.710000,0.000000
191.680000,115.061071,35.373994,418.610000,0.000871
287.510000,115.062125,35.373994,388.710000,0.000871
383.350000,115.063024,35.373725,388.710000,-0.000386
479.180000,115.064079,35.373725,358.810000,-0.000000
575.020000,115.065044,35.373570,358.810000,-0.001003
670.860000,115.066032,35.373455,388.710000,-0.002701
766.690000,115.066931,35.373725,358.810000,-0.001465
862.530000,115.067830,35.373994,239.210000,-0.000993
958.360000,115.068705,35.374305,209.310000,-0.001511
1054.200000,115.069472,35.374802,299.010000,-0.001341
1054.200000,115.069472,35.374802,239.210000,-0.000000
1154.100000,115.069741,35.375624,269.110000,0.000612
1254.010000,115.070011,35.376446,299.010000,0.001168
1353.910000,115.070519,35.377198,343.860000,0.000504
1453.820000,115.071008,35.377955,388.710000,-0.000581
1553.730000,115.071496,35.378713,403.660000,0.000111
1653.630000,115.071775,35.379532,418.610000,0.000440
1753.540000,115.072436,35.380097,418.610000,-0.000297
1853.440000,115.072642,35.380937,418.610000,0.001094
1953.350000,115.073339,35.381634,493.370000,0.000205
2053.250000,115.074036,35.382331,433.570000,-0.000533
2153.160000,115.074323,35.383147,448.520000,0.001141
2253.060000,115.075111,35.383675,478.420000,-0.000471
2352.970000,115.075670,35.384412,418.610000,-0.001339
2452.880000,115.076087,35.385191,418.610000,0.000000
2552.780000,115.076575,35.385949,433.570000,0.000191
2652.690000,115.077064,35.386706,433.570000,-0.000000
2752.590000,115.077557,35.387463,403.660000,-0.000024
2852.500000,115.078040,35.388222,433.570000,-0.000285
2952.400000,115.078528,35.388979,403.660000,-0.000518
3052.310000,115.078904,35.389770,448.520000,-0.000142
3152.210000,115.079296,35.390556,463.470000,0.000477
3252.120000,115.079713,35.391335,448.520000,0.000606
3352.030000,115.080252,35.392077,478.420000,0.000106
3451.930000,115.080761,35.392829,463.470000,-0.000180
3551.840000,115.081249,35.393587,478.420000,-0.000053
3651.740000,115.081737,35.394344,478.420000,0.000000
3751.650000,115.082225,35.395102,448.520000,0.000035
3851.550000,115.082714,35.395860,433.570000,0.000162
3951.460000,115.083216,35.396613,418.610000,0.000218
4051.360000,115.083755,35.397356,448.520000,-0.000326
4151.270000,115.084294,35.398099,388.710000,-0.000021
4251.180000,115.084667,35.398891,418.610000,0.000821
4351.080000,115.085363,35.399587,448.520000,0.000283
4450.990000,115.085911,35.400328,403.660000,-0.000287
4550.890000,115.086548,35.401042,418.610000,-0.000515
4650.800000,115.087036,35.401799,343.860000,-0.000370
4750.700000,115.087525,35.402557,328.910000,0.000261
4850.610000,115.088013,35.403315,373.760000,-0.000288
4950.510000,115.088606,35.404042,299.010000,-0.001060
5050.420000,115.088875,35.404864,343.860000,0.000572
5150.330000,115.089269,35.405649,358.810000,0.001314
5250.230000,115.089966,35.406346,358.810000,-0.000284
5350.140000,115.090454,35.407103,343.860000,-0.000162
5450.040000,115.090942,35.407861,328.910000,0.000471
5549.950000,115.091505,35.408489,358.810000,0.000115
5649.850000,115.092017,35.409206,313.960000,0.000043
5749.760000,115.092648,35.409922,313.960000,0.000698
5849.660000,115.093202,35.410660,284.060000,0.000985
5949.570000,115.093998,35.411186,254.160000,0.000791
6049.480000,115.094694,35.411883,149.510000,0.000533
6149.380000,115.095575,35.412262,179.410000,0.000719
6249.290000,115.096285,35.412935,194.360000,0.001261
6349.190000,115.097279,35.413120,149.510000,0.001243
6449.100000,115.098095,35.413610,179.410000,0.000905
6549.000000,115.099195,35.413610,239.210000,-0.001078
6648.910000,115.100060,35.414015,269.110000,-0.000448
6748.810000,115.100926,35.414418,269.110000,0.000914
6848.720000,115.101947,35.414555,299.010000,-0.001156
6948.630000,115.102814,35.414957,299.010000,-0.000420
7048.530000,115.103637,35.415436,313.960000,0.001848
7148.440000,115.104630,35.415620,358.810000,0.000834
7248.340000,115.105646,35.415766,328.910000,0.000191
7348.250000,115.106590,35.416035,358.810000,-0.000263
7448.150000,115.107690,35.416035,388.710000,-0.000880
7548.060000,115.108504,35.416529,373.760000,0.000588
7647.960000,115.109577,35.416574,388.710000,-0.000000
7747.870000,115.110521,35.416844,388.710000,-0.000738
7847.780000,115.111465,35.417113,358.810000,0.000660
7947.680000,115.112409,35.417383,358.810000,0.000880
8047.590000,115.113469,35.417452,343.860000,-0.000427
8147.490000,115.114453,35.417652,328.910000,-0.000000
8247.400000,115.115397,35.417922,328.910000,0.000648
8347.300000,115.116497,35.417922,328.910000,-0.000880
8447.210000,115.117440,35.418191,299.010000,0.000799
8547.110000,115.118384,35.418461,269.110000,0.003358
8647.020000,115.119328,35.418191,328.910000,0.003358
8647.020000,115.119328,35.418191,284.060000,0.003428
8746.310000,115.120120,35.418713,269.110000,0.002311
8845.600000,115.121203,35.418730,299.010000,-0.000535
8944.890000,115.122097,35.419074,313.960000,-0.000345
9044.180000,115.122987,35.419425,328.910000,0.001058
9143.480000,115.124015,35.419539,328.910000,-0.000251
9242.770000,115.124952,35.419808,328.910000,0.000368
