s_m,lon,lat,B_m,C_1m
0.000000,115.340314,35.555364,971.780000,0.002774
80.390000,115.341044,35.555633,837.230000,0.003647
160.780000,115.341931,35.555633,717.630000,0.002503
241.180000,115.342690,35.555413,1046.540000,-0.000570
321.570000,115.343548,35.555364,1375.450000,-0.001626
321.570000,115.343548,35.555364,702.670000,-0.000329
402.050000,115.343817,35.556011,612.970000,0.000000
482.520000,115.344045,35.556670,553.170000,-0.000726
563.000000,115.344356,35.557304,463.470000,-0.000000
643.470000,115.344356,35.558030,403.660000,0.002948
723.950000,115.344895,35.558598,343.860000,0.004115
723.950000,115.344895,35.558598,433.570000,0.004513
818.430000,115.344626,35.559371,284.060000,0.003298
912.910000,115.345165,35.560065,269.110000,0.000789
1007.400000,115.345291,35.560880,179.410000,0.001796
1101.880000,115.345742,35.561600,149.510000,0.002650
1196.360000,115.346500,35.562089,194.360000,0.000607
1290.850000,115.347049,35.562640,179.410000,0.000194
1385.330000,115.347808,35.563128,224.260000,-0.000053
1479.810000,115.348508,35.563718,269.110000,0.000109
1574.300000,115.349226,35.564276,269.110000,-0.000000
1668.780000,115.349985,35.564765,284.060000,0.000247
1763.260000,115.350644,35.565425,358.810000,0.001229
1857.740000,115.351501,35.565743,328.910000,-0.001152
1952.230000,115.352260,35.566232,358.810000,-0.002907
2046.710000,115.352711,35.566952,403.660000,-0.002248
2046.710000,115.352711,35.566952,448.520000,-0.003638
2123.330000,115.353542,35.566975,358.810000,-0.004092
2199.960000,115.354176,35.567340,373.760000,-0.003737
2276.580000,115.354777,35.567761,418.610000,-0.002682
2353.210000,115.355136,35.568300,418.610000,-0.002436
2353.210000,115.354867,35.570725,508.320000,0.001262
2443.620000,115.355289,35.571417,388.710000,0.002476
2534.040000,115.355920,35.572048,388.710000,0.003259
2624.460000,115.356747,35.572342,403.660000,0.000470
2714.880000,115.357578,35.572628,388.710000,-0.000707
2805.300000,115.358272,35.573151,343.860000,0.001115
2895.710000,115.359137,35.573379,358.810000,0.002777
2986.130000,115.359954,35.573689,433.570000,0.004134
3076.550000,115.360795,35.573420,657.820000,0.004470
3076.550000,115.360795,35.573420,358.810000,0.007241
3166.930000,115.361480,35.573959,508.320000,0.009510
3257.310000,115.362143,35.573545,732.580000,0.007706
3347.690000,115.362468,35.572825,523.270000,0.002165
3438.070000,115.362682,35.572073,867.130000,0.000696
