s_m,lon,lat,B_m,C_1m
0.000000,115.058961,35.373725,179.410000,0.000590
99.350000,115.059950,35.373905,284.060000,0.001661
198.700000,115.060992,35.373994,299.010000,0.001617
298.050000,115.061930,35.373725,239.210000,0.000010
397.400000,115.063023,35.373725,239.210000,-0.000000
496.750000,115.064005,35.373532,224.260000,-0.000347
596.100000,115.065054,35.373455,239.210000,-0.000808
695.450000,115.066147,35.373455,239.210000,-0.001172
794.800000,115.066929,35.373455,269.110000,-0.000862
894.150000,115.067866,35.373725,209.310000,-0.000747
993.500000,115.068950,35.373742,209.310000,-0.002549
1092.850000,115.069741,35.374263,284.060000,-0.003426
1092.850000,115.069741,35.374263,1001.690000,0.001619
1191.160000,115.069741,35.375150,239.210000,0.002063
1289.470000,115.070070,35.375940,254.160000,0.001810
1387.780000,115.070547,35.376686,269.110000,0.000389
1486.080000,115.071089,35.377414,299.010000,0.000201
1584.390000,115.071501,35.378179,328.910000,0.000637
1682.700000,115.072186,35.378865,358.810000,-0.000369
1781.010000,115.072706,35.379599,343.860000,-0.001019
1879.320000,115.073140,35.380358,358.810000,0.000000
1977.620000,115.073514,35.381134,373.760000,0.000701
2075.930000,115.074094,35.381851,388.710000,-0.000491
2174.240000,115.074592,35.382591,328.910000,-0.000373
2272.550000,115.074862,35.383398,358.810000,0.000969
2370.860000,115.075526,35.384090,358.810000,-0.000658
2469.160000,115.076003,35.384837,343.860000,-0.001026
2567.470000,115.076209,35.385662,343.860000,0.001031
2665.780000,115.076748,35.386391,328.910000,0.001734
2665.780000,115.077826,35.388277,358.810000,0.000597
2756.100000,115.078096,35.389012,388.710000,0.001414
2846.410000,115.078460,35.389720,433.570000,0.001865
2936.730000,115.079090,35.390350,463.470000,-0.000312
3027.040000,115.079713,35.390982,373.760000,-0.002164
3117.360000,115.079982,35.391717,373.760000,-0.000959
3207.680000,115.080252,35.392452,358.810000,0.000844
3297.990000,115.080567,35.393174,403.660000,0.000806
3388.310000,115.081060,35.393844,373.760000,0.001118
3478.620000,115.081409,35.394555,373.760000,0.002501
3568.940000,115.082138,35.395015,403.660000,0.002978
3568.940000,115.082138,35.395015,1061.490000,0.000415
3649.670000,115.082701,35.394452,1031.590000,0.001599
3730.400000,115.083292,35.393937,852.180000,0.002657
3811.130000,115.084024,35.393667,134.550000,0.002532
